作答ID,用户ID,开始时间,结束时间,作答时长,作答渠道,发布ID,问卷发布名称,IP,经度,纬度,省份,城市,设备类型,操作系统类型,浏览器类型,屏幕分辨率,Synchronicity,Group,Edu,Education,Language,USEOFAI,Synchronicity_1,Synchronicity_2,Synchronicity_3,Synchronicity_4,Synchronicity_5,Synchronicity_6,Synchronicity_7,Synchronicity_8,Synchronicity_9,Synchronicity_10,Synchronicity_11,Synchronicity_12,Relevance_6,Relevance_7,Relevance_8,Relevance_9,Persuasiveness_4,Persuasiveness_5,Persuasiveness_6,Excitement_4,Excitement_5,Excitement_8,Excitement_9,Referencing_1,Referencing_4,Referencing_5,PrivacyConcern_1,PrivacyConcern_2,PrivacyConcern_3,PrivacyConcern_4,PrivacyConcern_5,PrivacyConcern_6,PrivacyConcern_7,PrivacyConcern_8,DisadvantagingTarget_1,DisadvantagingTarget_2,DisadvantagingTarget_3,Autheticity_1,Autheticity_2,Autheticity_3,Trustworthiness_1,Trustworthiness_2,Trustworthiness_3,Trustworthiness_5,Trustworthiness_6,AwarenessGenAI_1,AwarenessGenAI_2,AwarenessGenAI_3,AwarenessGenAI_4,Colonisation_ExcessiveManipulation4,Colonisation_ExcessiveManipulation5,Colonisation_ExcessiveManipulation6,Colonisation_ExcessiveManipulation7,Reflexivity_Potential4,Reflexivity_Potential5,Reflexivity_Potential6,Reflexivity_Potential9,Engagement_Info1,Engagement_Info2,Engagement_Info3,Engagement_Emotion1,Engagement_Emotion2,Engagement_Emotion3,Engagement_Behaviour1,Engagement_Behaviour2,Engagement_Behaviour3,Recall_Brand,Recall_Influencer,ResponseTime1,ResponseTime2,ResponseTime3,PRIVACYCONCERN,DISADVANTAGING,AUTHETICITY,COLONISATION,REFLXIVITY,AI_REALISATION,PERCERIVED_SYNCHRONICITY,CAT_PRIVACYCONCERN,CAT_DISADVANTAGING,CAT_AUTHENTICITY,CAT_COLONISATION,CAT_REFLEXIVITY,CAT_AI_REALISATION,CAT_AUTHETICITY
mNV8Bl3y6E4,JekVOWNL,2025-01-08 16:23:17,2025-01-08 16:41:46,1109,1,iyAfQn,消费者性格与AI视频广告研究真人组（Part2-Study3）,223.112.57.46,118.7377507,32.0992691,江苏省,南京市,COMPUTER,Linux,Chrome,1920px*1080px,1,12,4,3,1,3,5,4,5,3,4,4,4,5,5,4,4,5,3,4,4,3,4,4,4,5,3,4,3,4,3,3,5,2,4,4,4,2,4,2,2,2,2,4,4,4,4,4,4,3,4,3,5,5,3,3,2,2,2,4,4,3,4,4,4,4,4,3,3,4,3,4,12,12,147644,20447.9,40297.7,3.22222222222222,3,3.875,2.25,3.57142857142857,4,4.33333333333333,0,1,1,0,0,1,1
vwkdPG0VwaW,WLGmzzNM,2025-01-08 10:25:16,2025-01-08 10:40:41,925,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,113.9.73.16,126.6268130,45.7002210,黑龙江省,哈尔滨市,COMPUTER,Windows,Chrome,1280px*800px,0,12,2,2,1,3,4,5,4,4,4,4,5,5,5,3,4,5,4,5,4,4,4,4,5,2,4,3,3,2,3,3,4,4,5,5,4,4,5,4,2,2,2,4,4,3,4,4,4,3,4,4,4,4,4,3,2,2,1,2,4,2,4,4,4,5,2,2,3,4,4,4,5,12,108699.3,46557.1,105551.9,4.33333333333333,2.14285714285714,3.75,2,3.28571428571429,4,4.33333333333333,1,0,0,0,0,1,0
mNVwj9kJbKz,kMrvJBBM,2025-01-08 10:24:36,2025-01-08 10:37:16,760,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,116.169.10.188,106.0872280,30.7885880,四川省,南充市,COMPUTER,Windows,Chrome,1440px*900px,0,12,4,2,1,3,3,4,3,2,3,2,2,2,3,2,2,2,4,4,2,3,4,4,3,3,2,3,3,2,4,3,4,4,4,4,5,4,4,4,4,3,4,3,2,2,3,4,4,3,3,4,4,3,3,4,4,4,4,2,3,2,2,3,4,4,2,3,3,3,4,2,5,12,68268.3,58917.4,39938.9,4.11111111111111,3.28571428571429,3,4,2,3.5,2.5,1,1,0,1,0,0,0
mNVw94Kj6rA,Jekl5EbM,2025-01-08 09:25:18,2025-01-08 09:33:59,521,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,60.191.53.2,120.1677860,30.2663800,浙江省,杭州市,COMPUTER,Windows,Chrome,1440px*900px,0,12,4,2,1,3,4,5,4,4,4,3,4,4,5,3,4,4,3,4,4,4,5,4,5,4,3,3,2,4,3,3,4,5,4,5,3,2,5,5,4,3,2,4,4,3,3,4,3,2,4,4,5,4,4,2,3,2,3,3,4,2,3,2,4,4,4,4,5,3,4,3,5,12,22334.4,12699.6,24174.9,4.11111111111111,3.14285714285714,3.375,2.5,3,4.25,4,1,1,0,0,0,1,0
bo33XW8V4E6,qM6zNJdM,2025-01-08 08:43:03,2025-01-08 08:56:49,826,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,110.250.125.117,118.1057090,39.5269300,河北省,唐山市,COMPUTER,Windows,Chrome,800px*360px,0,12,4,3,1,3,4,4,5,4,5,5,4,5,4,5,4,4,5,4,5,5,4,5,4,5,4,4,5,4,4,5,4,4,5,4,3,4,5,5,2,1,1,4,5,4,5,4,5,4,5,4,5,4,3,2,3,1,2,4,5,4,4,4,4,5,5,4,5,4,5,4,5,12,72662,46218.1,28060.4,4.11111111111111,1.42857142857143,4.5,2,4.14285714285714,4,4.41666666666667,1,0,1,0,1,1,1
WQ22O5z53ar,qM6oG2J7,2025-01-08 08:15:47,2025-01-08 08:39:33,1426,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,182.241.92.12,99.1719157,25.1160284,云南省,保山市,COMPUTER,Windows,Chrome,1920px*1080px,0,12,5,3,1,2,4,4,5,3,4,4,4,4,4,3,4,4,3,4,4,5,5,4,4,4,3,3,3,4,4,3,5,3,4,4,4,4,5,4,2,3,2,4,4,3,4,4,3,4,4,4,4,3,3,2,2,2,2,3,5,4,4,4,4,4,4,4,5,3,4,3,5,12,170450.4,100486.8,93486.4,4,2.85714285714286,3.75,2,4.14285714285714,3.5,3.91666666666667,1,1,0,0,1,0,0
mNVVpKz4npx,leNBOJze,2025-01-08 08:11:19,2025-01-08 08:25:04,825,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,36.5.109.240,117.2606400,31.8407450,安徽省,合肥市,COMPUTER,Windows,Chrome,1024px*640px,0,12,4,2,1,3,4,4,5,4,3,4,3,5,4,4,5,4,4,4,5,5,5,5,4,4,4,2,4,4,5,4,4,5,5,4,5,5,4,4,4,4,4,4,4,5,4,4,4,4,4,2,2,2,2,4,4,4,4,2,3,2,3,4,5,5,4,4,5,2,4,2,5,12,53946.3,53769.9,29891.4,4.44444444444444,4,4.125,4,2.85714285714286,2,4.08333333333333,1,1,1,1,0,0,1
Q1kkYPK3jKq,8MZXRdDL,2025-01-08 07:48:46,2025-01-08 07:58:48,602,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,171.40.196.78,113.9313823,30.9300375,湖北省,孝感市,COMPUTER,Windows,Chrome,1920px*1080px,0,12,4,2,1,3,4,3,5,4,4,5,3,3,4,4,5,3,4,3,5,5,5,5,3,5,4,4,3,4,5,5,4,3,3,5,4,4,5,5,2,2,3,4,3,3,4,5,3,5,5,3,4,4,3,1,3,2,2,3,4,5,3,3,4,4,5,4,4,3,4,5,5,12,34959,28451.8,51960,4,2.14285714285714,4,2,4,3.5,3.91666666666667,1,0,0,0,1,0,1
mNVVg9xq124,z7loRbgM,2025-01-08 06:34:54,2025-01-08 06:55:49,1255,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,113.195.64.228,114.9385947,25.8322094,江西省,赣州市,COMPUTER,Windows,Chrome,1280px*720px,0,12,4,3,1,2,5,4,4,3,4,4,4,5,4,3,4,4,4,4,3,4,4,4,5,4,4,4,4,4,5,4,3,2,2,2,2,2,2,2,1,2,1,4,4,4,5,4,4,4,4,4,4,3,3,2,2,2,2,3,4,4,4,4,4,5,4,4,3,3,5,4,5,12,50290.6,34174.8,47309.8,2.11111111111111,1.57142857142857,4.125,2,3.85714285714286,3.5,4,0,0,1,0,1,0,1
g90lB4rVOEQ,me3GXYEe,2025-01-07 22:37:57,2025-01-07 22:50:09,732,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,219.222.79.97,113.3676450,23.1512360,广东省,广州市,COMPUTER,Windows,Chrome,1536px*864px,0,12,4,2,1,3,4,5,5,4,3,3,4,4,3,2,4,3,3,4,4,5,4,4,4,4,5,3,5,4,4,5,4,5,5,5,5,2,4,3,2,2,1,4,4,5,4,5,5,4,3,3,4,4,5,5,2,2,1,3,3,4,4,3,4,5,4,4,5,3,4,3,5,12,26315.7,31225,28031.3,4.11111111111111,1.57142857142857,4.25,2.5,3.85714285714286,4,3.66666666666667,1,0,1,0,1,1,1
vwkVlWAJo4N,p7Y9Nlz7,2025-01-08 00:26:03,2025-01-08 00:43:53,1070,1,B3yiI3,消费者性格与AI视频广告研究真人组（主研究-Study3）,36.248.207.13,118.1226075,24.4829228,福建省,厦门市,COMPUTER,Windows,Chrome,1920px*1080px,1,13,5,3,1,3,3,2,3,4,5,4,5,4,4,2,2,4,3,1,1,2,3,2,3,2,2,1,2,4,2,2,2,2,3,4,2,5,2,2,4,4,3,4,4,3,4,4,2,2,4,4,5,4,3,1,2,1,2,2,4,2,4,1,2,1,2,1,2,2,1,1,13,13,133350.9,59503.9,29526.4,2.66666666666667,3.57142857142857,3.375,1.5,3.42857142857143,4,3.5,0,1,0,0,0,1,0
mNVpjvPrGZ4,kMr9yrBe,2025-01-07 23:37:49,2025-01-07 23:51:01,792,1,B3yiI3,消费者性格与AI视频广告研究真人组（主研究-Study3）,223.104.196.233,115.4529060,35.2447240,山东省,菏泽市,COMPUTER,Windows,Chrome,1536px*864px,1,13,4,2,1,1,4,4,4,4,4,4,4,5,4,4,5,4,3,4,4,4,5,5,4,4,4,4,5,4,4,4,3,4,4,4,4,3,5,4,2,2,2,4,4,4,4,5,4,4,4,3,4,4,4,2,4,3,2,5,5,4,5,4,4,4,4,3,4,3,4,4,13,13,42638.1,33241.9,26990.4,3.88888888888889,1.85714285714286,4.125,2.75,4.57142857142857,3.75,4.16666666666667,1,0,1,1,1,0,1
Xy4r64P3088,4enojgmM,2025-01-07 23:11:30,2025-01-07 23:24:13,763,1,B3yiI3,消费者性格与AI视频广告研究真人组（主研究-Study3）,113.122.233.71,118.3363903,35.0525874,山东省,临沂市,COMPUTER,Windows,WeChat,2560px*1440px,1,13,4,2,1,3,2,3,2,1,2,3,2,4,4,3,3,4,3,3,4,3,4,3,4,5,5,4,3,4,3,4,4,4,5,4,5,4,4,5,2,4,2,3,4,4,4,4,3,3,4,5,5,3,3,4,3,3,2,4,4,5,4,3,4,4,3,4,4,5,4,4,13,13,51890.7,17949.9,29770.8,4.33333333333333,2.85714285714286,3.625,3,4.42857142857143,4,2.75,1,1,0,1,1,1,0
lAGJ5jmg1lJ,xebnlyne,2025-01-07 22:53:56,2025-01-07 23:07:38,822,1,B3yiI3,消费者性格与AI视频广告研究真人组（主研究-Study3）,144.12.173.158,117.0413500,36.6623208,山东省,济南市,COMPUTER,Windows,Chrome,1536px*864px,1,13,5,2,1,3,4,3,4,5,4,5,5,4,5,4,4,5,3,2,3,3,4,3,3,4,2,2,4,4,4,5,5,4,5,5,3,2,4,4,2,2,1,3,5,4,4,5,4,3,4,5,5,5,4,4,3,5,5,2,5,3,5,4,5,4,4,3,4,5,5,4,13,13,45029.6,31019.3,26537.5,3.88888888888889,2.57142857142857,4,4.25,4,4.75,4.33333333333333,1,1,1,1,1,1,1
g90lW33PjBw,BMD5wlk7,2025-01-07 22:48:15,2025-01-07 23:01:50,815,1,B3yiI3,消费者性格与AI视频广告研究真人组（主研究-Study3）,61.54.184.46,115.0221563,35.7626452,河南省,濮阳市,COMPUTER,Windows,WeChat,1366px*768px,1,13,4,3,1,3,4,5,5,5,4,5,4,5,5,4,5,5,3,1,1,2,3,3,4,3,2,1,3,2,3,4,2,1,1,1,2,2,1,3,2,1,1,5,5,5,5,5,4,3,4,4,4,5,4,2,2,1,2,3,5,4,5,2,4,3,2,2,3,2,3,2,13,13,27293.8,34271.2,30677.1,1.77777777777778,1.42857142857143,4.5,1.75,4.28571428571429,4.25,4.66666666666667,0,0,1,0,1,1,1
lAGynB3B9JR,yevr0bxe,2025-01-08 17:24:08,2025-01-08 17:42:01,1073,1,iyAfQn,消费者性格与AI视频广告研究真人组（Part2-Study3）,120.238.114.91,113.3903003,22.5155197,广东省,中山市,COMPUTER,Windows,Chrome,1536px*864px,1,13,4,4,1,3,5,4,5,4,4,5,5,4,4,4,5,4,4,4,5,4,4,4,4,4,4,4,3,4,3,3,2,1,2,2,2,3,1,2,2,1,2,4,4,4,5,4,4,4,5,4,4,4,4,2,1,1,1,3,3,4,3,3,2,5,3,4,4,4,4,3,13,13,20358.7,6590.1,30340.2,1.88888888888889,1.71428571428571,4.25,1.25,3.57142857142857,4,4.41666666666667,0,0,1,0,0,1,1
oGmgadxdVzW,J7BZbNj7,2025-01-08 17:24:27,2025-01-08 17:38:35,848,1,iyAfQn,消费者性格与AI视频广告研究真人组（Part2-Study3）,111.29.170.174,110.3189135,20.0143207,海南省,海口市,COMPUTER,Windows,Chrome,1536px*864px,1,13,4,4,1,3,4,4,5,4,5,4,4,4,5,4,5,4,5,5,4,5,5,4,5,5,4,5,4,4,4,5,4,4,3,5,4,1,2,1,2,2,1,4,4,5,5,4,4,4,5,5,5,4,5,2,2,1,2,4,5,4,5,4,5,4,5,4,4,5,4,5,13,13,36001.2,17275.8,26651.3,3,1.71428571428571,4.375,1.75,4.57142857142857,4.75,4.33333333333333,0,0,1,0,1,1,1
oGmglxazrjd,xebdbON7,2025-01-08 16:50:19,2025-01-08 17:05:52,933,1,iyAfQn,消费者性格与AI视频广告研究真人组（Part2-Study3）,182.40.33.190,120.4043251,36.1139435,山东省,青岛市,COMPUTER,Windows,Chrome,1920px*1080px,1,13,4,3,1,3,5,4,4,5,4,5,4,5,4,4,5,5,4,5,4,5,4,5,4,4,5,5,4,5,5,4,2,1,1,2,1,2,1,2,2,1,1,5,4,5,4,5,4,5,4,4,5,4,5,1,2,1,2,4,5,5,4,4,5,4,5,5,4,5,4,5,13,13,22623.5,10684.5,34466,1.44444444444444,1.57142857142857,4.5,1.5,4.42857142857143,4.5,4.5,0,0,1,0,1,1,1
Q1k5dExQzAv,9LQBlPGe,2025-01-08 16:38:21,2025-01-08 16:53:21,900,1,iyAfQn,消费者性格与AI视频广告研究真人组（Part2-Study3）,202.120.8.234,121.4351670,31.0246040,上海市,市辖区,COMPUTER,Mac OS X,Safari,1440px*900px,1,13,4,2,1,3,5,4,4,3,4,4,4,5,4,5,5,4,4,4,3,4,4,4,5,4,4,3,3,4,4,3,4,4,5,4,4,3,4,4,3,3,2,4,4,4,4,4,5,4,3,4,5,4,4,2,1,2,2,4,5,4,5,4,4,5,4,4,3,4,5,4,13,13,75670,94611,27084,4,2.14285714285714,4,1.75,4.42857142857143,4.25,4.25,1,0,1,0,1,1,1
bo3PD4yDg3J,xLV4rkpM,2025-01-08 16:28:00,2025-01-08 16:44:33,993,1,iyAfQn,消费者性格与AI视频广告研究真人组（Part2-Study3）,113.55.110.188,101.8536419,24.5652958,云南省,楚雄彝族自治州,COMPUTER,Windows,WeChat,1600px*1000px,1,13,4,2,1,3,4,4,4,4,4,3,4,4,4,3,3,4,3,2,4,2,4,4,4,3,3,3,3,4,4,4,4,3,4,4,4,4,4,4,4,3,2,4,4,4,3,4,3,3,4,4,4,4,4,4,2,3,4,2,4,2,4,3,4,4,4,4,3,3,4,4,13,13,76064.3,46351.7,39107.1,3.88888888888889,3.14285714285714,3.625,3.25,3.42857142857143,4,3.75,1,1,1,1,0,1,0
Q1knqZvkyGv,xeb0bly7,2025-01-08 09:36:58,2025-01-08 09:57:16,1218,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,222.208.31.27,106.4189740,31.0260320,四川省,南充市,COMPUTER,Windows,Chrome,1536px*864px,0,13,5,4,1,3,3,3,1,2,3,2,1,3,2,3,3,4,4,3,3,3,4,4,4,4,3,4,4,4,3,3,5,5,4,4,4,4,5,4,2,2,2,4,4,3,4,4,3,4,4,3,3,3,3,4,5,4,4,4,3,2,3,3,4,4,4,4,4,3,4,4,4,13,154390.9,158281,29231.8,4.33333333333333,2.42857142857143,3.75,4.25,3.57142857142857,3,2.5,1,1,0,1,0,0,0
mNVVYb0qAaD,VMJyg83e,2025-01-08 08:55:24,2025-01-08 09:18:59,1415,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,171.109.239.181,111.5502995,24.4099720,广西壮族自治区,贺州市,COMPUTER,Windows,Chrome,1920px*1080px,0,13,4,4,1,3,5,4,4,3,4,4,3,5,5,3,4,5,5,4,5,4,5,4,5,4,5,1,2,4,5,5,4,5,4,5,5,4,5,3,4,4,3,4,5,4,4,5,5,3,4,3,4,5,4,4,5,4,5,4,3,2,3,4,5,5,5,4,5,4,4,5,4,13,136471.5,109530.5,31579.9,4.44444444444444,3.57142857142857,4.25,4.5,3.28571428571429,4,4.08333333333333,1,1,1,1,0,1,1
mNVVZGR5NRA,Bep4Wjwe,2025-01-08 08:48:59,2025-01-08 09:08:13,1154,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,120.234.172.244,113.3196040,23.1225890,广东省,广州市,COMPUTER,Windows,Chrome,1536px*864px,0,13,5,2,1,3,4,5,4,3,4,3,4,3,3,2,4,4,3,3,4,5,4,4,3,3,2,3,3,4,2,3,5,4,5,5,5,4,4,5,5,5,4,2,3,3,2,3,2,1,2,4,5,4,3,5,5,4,4,1,4,3,4,2,4,4,4,3,3,3,3,2,4,13,38190.9,149419.4,25443.1,4.55555555555556,4.28571428571429,2.25,4.5,2.85714285714286,4,3.58333333333333,1,1,0,1,0,1,0
Xy44xRrQnqd,5LmZ084e,2025-01-08 08:23:39,2025-01-08 08:41:15,1056,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,140.75.227.172,120.4001670,37.3645050,山东省,烟台市,COMPUTER,Windows,Chrome,1536px*864px,0,13,4,3,1,3,2,4,3,3,4,2,2,4,3,4,5,4,3,4,4,3,3,5,4,4,3,2,3,4,5,4,4,4,5,4,4,3,2,4,2,2,2,4,4,3,4,3,4,3,3,3,4,3,2,4,3,3,2,2,4,2,3,3,4,4,4,4,3,2,4,4,4,13,68882.5,77096.6,26119.5,3.66666666666667,2.42857142857143,3.5,3,2.85714285714286,3,3.33333333333333,1,1,0,1,0,0,0
Q1kGNVEkyXQ,xeb0rQX7,2025-01-08 00:09:16,2025-01-08 00:21:46,750,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,112.97.57.223,113.9550870,22.6094060,广东省,深圳市,COMPUTER,Windows,Chrome,1276px*716px,0,13,5,4,1,3,2,1,1,2,2,2,2,1,1,2,1,2,2,1,1,1,2,2,1,2,1,1,1,1,1,2,2,2,1,2,2,2,1,1,2,1,1,2,1,2,2,2,1,2,2,4,5,5,4,2,1,1,2,5,5,5,5,1,2,2,1,2,2,2,2,1,4,13,22491.5,24824.5,29310.1,1.55555555555556,1.57142857142857,1.75,1.5,4.57142857142857,4.5,1.58333333333333,0,0,0,0,1,1,0
nZoA4NZqzqW,G7XZnnje,2025-01-07 23:31:22,2025-01-07 23:49:30,1088,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,120.235.6.38,110.2816520,21.6082250,广东省,湛江市,COMPUTER,Windows,Chrome,1920px*1080px,0,13,5,6,1,3,1,2,1,1,1,2,1,2,1,1,2,3,4,3,2,4,5,4,5,3,2,4,2,2,4,2,4,4,5,5,4,4,5,5,2,2,2,2,2,3,2,1,2,2,3,5,5,3,4,4,3,2,4,2,4,5,2,2,4,3,4,4,4,2,3,1,4,13,19289.5,39638.3,42454.4,4.44444444444444,2,2.125,3.25,2.85714285714286,4.25,1.5,1,0,0,1,0,1,0
bo3drrVPPJl,aMgmnKlL,2025-01-07 23:07:59,2025-01-07 23:19:05,666,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,223.104.191.97,120.3533740,36.0782040,山东省,青岛市,COMPUTER,Windows,Chrome,1536px*864px,0,13,5,2,1,3,2,2,2,3,3,2,3,2,2,2,2,2,2,2,2,2,4,4,3,2,1,2,2,2,2,2,4,4,4,5,5,5,4,4,2,2,2,2,3,2,2,2,3,3,1,5,5,5,4,4,2,3,3,2,2,2,2,1,2,2,4,3,4,1,1,1,4,13,18578.8,54977.3,24020.2,4.33333333333333,2,2.25,3,2.85714285714286,4.75,2.25,1,0,0,1,0,1,0
Q1kGjjpzV4v,VMJpmZnL,2025-01-07 22:59:00,2025-01-07 23:13:24,864,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,123.54.26.18,115.6447667,34.3999827,河南省,商丘市,COMPUTER,Windows,Chrome,1920px*1080px,0,13,4,3,1,3,4,4,5,5,4,5,4,4,5,5,4,5,4,5,4,5,5,4,5,5,4,5,5,5,4,5,1,1,2,2,1,1,2,1,2,1,1,4,5,5,5,5,4,5,4,4,4,5,4,1,2,1,2,5,4,4,4,5,4,5,4,4,5,4,5,4,4,13,26476.4,15954.3,31036.3,1.44444444444444,1.57142857142857,4.625,1.5,4.28571428571429,4.25,4.5,0,0,1,0,1,1,1
g90lga4kZ3n,z7loxlxM,2025-01-07 22:28:29,2025-01-07 22:39:27,658,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,223.73.63.159,113.3893937,23.1565381,广东省,广州市,COMPUTER,Windows,WeChat,1536px*864px,0,13,4,2,1,3,4,4,4,3,5,3,5,4,3,3,4,4,2,2,2,2,3,5,4,4,3,2,2,4,2,3,3,2,2,4,3,2,3,4,4,3,2,3,4,3,4,5,3,4,4,3,4,4,3,2,1,1,1,1,3,3,5,3,2,4,3,4,3,4,4,2,4,13,85715.6,54841.8,25194.8,2.88888888888889,2.85714285714286,3.75,1.25,2.71428571428571,3.5,3.83333333333333,0,1,0,0,0,0,0
nZoAJV4kp6a,9LQnpzde,2025-01-08 00:13:39,2025-01-08 00:31:28,1069,1,B3yiI3,消费者性格与AI视频广告研究真人组（主研究-Study3）,121.33.239.66,113.3857620,23.0528500,广东省,广州市,COMPUTER,Mac OS X,Safari,1440px*900px,1,14,4,2,1,3,5,4,5,3,4,4,5,5,4,4,5,4,4,3,3,4,5,5,5,4,5,4,5,4,5,4,3,4,4,4,3,3,4,5,2,1,2,5,4,5,4,5,5,3,4,5,5,3,3,4,2,4,4,2,4,3,3,3,4,5,5,4,5,5,5,3,14,14,20929,10545,30693,3.66666666666667,2.14285714285714,4.375,3.5,3,4,4.33333333333333,1,0,1,1,0,1,1
Q1kG2aryWdv,BepbRQX7,2025-01-07 23:08:56,2025-01-07 23:20:37,701,1,B3yiI3,消费者性格与AI视频广告研究真人组（主研究-Study3）,183.33.66.161,113.1481350,22.6715860,广东省,江门市,COMPUTER,Windows,Chrome,1920px*1080px,1,14,4,4,1,3,4,5,5,4,4,4,5,4,5,5,5,4,4,4,5,4,4,4,5,5,5,5,4,4,5,5,1,1,2,1,2,2,2,1,1,1,2,5,5,4,4,4,5,5,5,5,5,4,4,2,1,1,1,4,5,5,4,5,5,4,4,5,5,5,4,5,14,14,25044.8,9976.5,29827.4,1.44444444444444,1.42857142857143,4.625,1.25,4.57142857142857,4.5,4.5,0,0,1,0,1,1,1
lAGJzQWjY85,kM1OZqBL,2025-01-07 22:21:03,2025-01-07 22:53:37,1954,1,B3yiI3,消费者性格与AI视频广告研究真人组（主研究-Study3）,114.96.109.74,117.2772718,31.8710932,安徽省,合肥市,COMPUTER,Windows,Chrome,1920px*1080px,1,14,4,6,1,3,4,5,4,4,5,4,5,5,4,5,4,5,5,4,5,4,4,4,5,5,4,5,4,5,4,5,1,2,2,1,2,1,2,1,1,2,1,5,4,5,4,5,5,4,5,4,5,4,5,1,2,1,2,5,4,5,5,4,5,4,5,4,5,4,5,4,14,14,26203.7,5610.1,25523.5,1.55555555555556,1.57142857142857,4.625,1.5,4.71428571428571,4.5,4.5,0,0,1,0,1,1,1
oGmNO5BRy4O,xMoDK2O7,2025-01-07 22:22:34,2025-01-07 22:37:48,914,1,B3yiI3,消费者性格与AI视频广告研究真人组（主研究-Study3）,112.97.80.26,113.8872610,22.5788780,广东省,深圳市,COMPUTER,Windows,Chrome,1536px*864px,1,14,4,2,1,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,3,3,4,4,5,4,4,4,3,4,4,4,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,3,3,4,4,4,4,4,3,3,3,4,14,14,51082,35119.5,29991.8,4,2.14285714285714,4,3,3.42857142857143,4,4,1,0,1,1,0,1,1
bo3dkmmWrkl,kMrqVDpe,2025-01-07 22:19:48,2025-01-07 22:36:39,1011,1,B3yiI3,消费者性格与AI视频广告研究真人组（主研究-Study3）,120.235.46.240,113.7490780,23.0194246,广东省,东莞市,COMPUTER,Windows,WeChat,1366px*768px,1,14,4,2,1,3,4,5,4,4,5,4,5,4,4,5,4,5,4,5,4,5,4,5,4,4,5,4,5,4,4,5,4,4,5,5,4,3,4,5,2,3,1,5,4,4,4,5,5,5,4,4,5,5,4,4,3,3,2,4,5,4,4,4,5,4,4,4,5,4,5,4,14,14,148360.6,110866.1,40913.5,4.22222222222222,2.85714285714286,4.5,3,4.28571428571429,4.5,4.41666666666667,1,1,1,1,1,1,1
Q1k5ZBn9wJb,xLV5a4m7,2025-01-08 18:00:12,2025-01-08 18:10:50,638,1,iyAfQn,消费者性格与AI视频广告研究真人组（Part2-Study3）,49.88.11.189,119.2108440,34.6326541,江苏省,连云港市,COMPUTER,Windows,Chrome,1920px*1080px,1,14,4,4,1,3,4,5,4,4,4,5,4,4,5,5,4,5,5,5,4,5,4,4,5,4,5,4,5,5,4,5,4,3,3,2,3,3,3,2,2,1,2,5,4,4,4,5,4,5,4,4,4,4,5,3,2,2,3,4,5,4,5,4,4,5,4,4,5,4,5,5,14,14,16765.3,47733.5,31099,2.77777777777778,2.14285714285714,4.375,2.5,4.28571428571429,4.25,4.41666666666667,0,0,1,0,1,1,1
lAGy8b2xBAx,Bep3gdBL,2025-01-08 16:33:08,2025-01-08 16:56:41,1413,1,iyAfQn,消费者性格与AI视频广告研究真人组（Part2-Study3）,110.251.15.152,116.7123234,39.5186679,河北省,廊坊市,COMPUTER,Windows,Chrome,1920px*1080px,1,14,4,4,1,3,4,5,4,4,5,4,4,5,4,4,5,5,4,4,5,4,5,4,4,5,4,4,4,4,4,5,2,1,1,2,1,2,1,1,1,1,1,5,4,5,5,4,4,4,4,5,5,5,5,2,2,2,1,4,5,4,4,4,5,5,4,4,5,4,5,4,14,14,55976,116973.6,51375.8,1.33333333333333,1.28571428571429,4.375,1.75,4.42857142857143,5,4.41666666666667,0,0,1,0,1,1,1
