作答ID,用户ID,开始时间,结束时间,作答时长,作答渠道,IP,经度,纬度,省份,城市,设备类型,操作系统类型,浏览器类型,屏幕分辨率,Synchronicity,Group,Gender,Education,Age,NativeLanguage,Experience_AI,SelfPersonality_1,SelfPersonality_2,SelfPersonality_3,SelfPersonality_4,SelfPersonality_5,SelfPersonality_6,SelfPersonality_7,SelfPersonality_8,SelfPersonality_9,SelfPersonality_10,SelfPersonality_11,SelfPersonality_12,SelfPersonality_13,SelfPersonality_14,SelfPersonality_15,SelfPersonality_16,BrandPersonality_1,BrandPersonality_2,BrandPersonality_3,BrandPersonality_4,BrandPersonality_5,BrandPersonality_6,BrandPersonality_7,BrandPersonality_8,BrandPersonality_9,BrandPersonality_10,BrandPersonality_11,BrandPersonality_12,BrandPersonality_13,BrandPersonality_14,BrandPersonality_15,BrandPersonality_16,InfluencerPersonality_1,InfluencerPersonality_2,InfluencerPersonality_3,InfluencerPersonality_4,InfluencerPersonality_5,InfluencerPersonality_6,InfluencerPersonality_7,InfluencerPersonality_8,InfluencerPersonality_9,InfluencerPersonality_10,InfluencerPersonality_11,InfluencerPersonality_12,InfluencerPersonality_13,InfluencerPersonality_14,InfluencerPersonality_15,InfluencerPersonality_16,ContentMatch_1,ContentMatch_2,ContentMatch_3,ContentMatch_4,ContentMatch_7,ContentMatch_8,ContentMatch_9,ContentMatch_10,ContentMatch_11,ContentMatch_12,ContentMatch_13,ContentMatch_14,ExtendedPersonality_1,ExtendedPersonality_2,ExtendedPersonality_3,ExtendedPersonality_4,ExtendedPersonality_5,ExtendedPersonality_6,ExtendedPersonality_7,ExtendedPersonality_8,ExtendedPersonality_9,ExtendedPersonality_10,ExtendedPersonality_11,ExtendedPersonality_12,ExtendedPersonality_13,ExtendedPersonality_14,ExtendedPersonality_15,ExtendedPersonality_16,TargetingGap_1R,TargetingGap_2R,TargetingGap_3R,TargetingGap_4,TargetingGap_5,DemonstrativeGap_1R,DemonstrativeGap_2R,DemonstrativeGap_3R,DemonstrativeGap_4R,DemonstrativeGap_5,PersuasiveGap_1,PersuasiveGap_2,PersuasiveGap_3,PersuasiveGap_5,PersuasiveGap_6,Recall_Brand,Recall_Influencer,ResponseTime1,ResponseTime2,ResponseTime3,AVE_SP_1,AVE_SP_2,AVE_SP_3,AVE_SP_4,AVE_BP_1,AVE_BP_2,AVE_BP_3,AVE_BP_4,AVE_IP_1,AVE_IP_2,AVE_IP_3,AVE_IP_4,AVE_EP_1,AVE_EP_2,AVE_EP_3,AVE_EP_4
vwkRNa62w4N,WMR8Pn5L,27/12/2024 23:15,27/12/2024 23:25,641,1,123.152.136.186,121.5649706,29.8707641,浙江省,宁波市,COMPUTER,Linux,Chrome,1661px*1107px,1,16,2,5,3,1,3,4,4,3,2,4,1,2,5,4,1,5,2,4,4,5,4,2,1,4,1,1,1,3,1,5,4,3,2,2,1,5,1,2,1,3,2,5,1,2,1,5,3,4,3,5,4,5,1,4,3,3,5,5,4,5,3,3,4,5,4,2,1,3,1,3,1,4,1,5,4,5,3,5,3,5,1,2,1,2,1,2,3,1,4,1,1,2,3,3,2,2,16,16,74800.765,45056.68,25620.685,3.25,3.666666667,2.333333333,4.25,2,1.5,3.5,2.25,2,2.25,3.75,3.75,1.75,2.25,4.25,3.5
Q1kZ1mQNRbd,Ke5npyyM,27/12/2024 22:43,27/12/2024 23:14,1886,1,182.114.17.90,111.1957383,34.7761321,河南省,三门峡市,COMPUTER,Windows,Chrome,1920px*1080px,1,16,2,4,4,1,3,3,2,2,2,5,2,2,3,4,3,4,1,4,3,4,4,3,2,4,1,4,1,4,1,4,2,2,2,5,2,5,2,4,3,4,2,3,2,3,2,5,2,2,3,4,4,4,2,4,5,4,5,4,5,4,5,4,4,5,4,4,3,2,3,4,1,4,2,5,2,3,2,5,2,5,2,2,1,2,2,1,2,1,3,2,3,3,2,4,2,1,16,16,224933,639873.9,98642.7,2.25,3.333333333,2.666666667,3.75,2.5,2.5,2.5,3.5,3.25,2.5,3,3.5,3,2.75,3,3.5
WQ2Zo2Y0E1r,xLVZ8qpL,27/12/2024 21:56,27/12/2024 22:11,905,1,14.155.108.233,113.930956,22.505867,广东省,深圳市,COMPUTER,Windows,Chrome,1536px*864px,1,16,2,4,4,1,3,2,2,2,1,4,3,2,3,5,3,4,3,4,4,4,3,2,2,2,1,4,2,4,1,4,4,4,4,4,3,3,3,2,1,2,2,4,3,4,3,5,4,4,4,4,3,4,3,4,5,5,4,5,4,5,4,4,5,5,5,2,1,1,2,4,3,4,3,4,4,4,4,4,3,4,3,2,1,2,2,1,4,3,4,3,2,2,1,2,1,1,16,16,171634.1,64340,123047.6,1.75,3,3.666666667,3.75,1.75,2.75,4,3.25,1.75,3.5,4.25,3.5,1.5,3.5,4,3.5
Q1kZ8ZZj4NQ,37KB3vGM,27/12/2024 21:39,27/12/2024 22:02,1366,1,39.179.149.88,117.9490096,28.44664,江西省,上饶市,COMPUTER,Windows,Firefox,1280px*720px,1,16,1,4,3,1,3,4,5,5,2,4,1,3,4,4,1,3,2,4,1,3,2,4,3,5,3,4,2,3,1,5,3,4,3,5,2,4,2,5,3,4,2,5,3,4,2,5,3,4,3,5,2,4,3,4,5,3,4,5,4,5,3,4,4,3,5,4,1,5,3,4,2,3,1,4,2,5,3,5,2,4,3,1,3,2,2,2,1,3,2,2,3,3,4,3,3,2,16,16,43097,9375,24595,4,3.666666667,2.333333333,2.5,3.75,2.5,3.75,3.25,3.5,3.5,3.75,3.5,3.25,2.5,3.5,3.5
mNVQOzEr1V4,8MZm4Vre,27/12/2024 21:54,27/12/2024 22:08,842,1,59.63.33.202,117.1953035,29.2963494,江西省,景德镇市,COMPUTER,Windows,Firefox,1280px*720px,1,16,2,4,3,1,3,2,1,2,1,5,2,4,5,4,2,5,2,5,1,5,4,4,2,4,1,3,1,4,1,5,2,2,1,5,2,4,1,3,2,4,2,5,1,3,2,5,2,2,2,5,4,4,2,4,4,5,4,5,4,4,4,5,4,4,4,4,1,3,2,4,1,4,1,5,4,4,3,4,2,5,1,2,1,2,2,2,2,1,2,1,2,2,4,4,5,3,16,16,60876,79641,28462,1.5,4.666666667,2.666666667,3.75,2.75,2.25,2.5,3,2.75,2.75,2.75,3.75,2.5,2.5,4,3
mNVQOjG6mVK,z7A5Nv67,27/12/2024 21:38,27/12/2024 21:52,862,1,120.38.233.201,118.180316,26.63882,福建省,南平市,COMPUTER,Windows,Chrome,1440px*960px,1,16,1,4,4,1,3,4,4,4,4,5,3,2,4,5,4,4,3,5,3,2,2,4,4,4,2,2,1,3,1,4,4,4,3,3,1,3,2,4,4,3,2,2,2,2,2,5,3,4,4,4,2,3,1,4,5,4,4,4,3,4,5,4,4,5,5,5,4,3,3,2,1,2,2,5,2,4,4,3,2,4,1,4,3,4,4,4,3,3,4,3,4,4,5,3,3,4,16,16,51186.5,23584.3,74638.8,4,3.666666667,4,3,3.5,1.75,3.75,2.25,3.25,2,4,2.5,3.75,1.75,3.75,2.5
Q1kZv2XPBYv,KLOG9VxL,27/12/2024 21:36,27/12/2024 21:51,916,1,111.43.155.248,124.4397515,51.6409933,黑龙江省,大兴安岭地区,COMPUTER,Windows,Chrome,1440px*900px,1,16,2,4,4,1,3,4,1,2,1,4,3,5,4,1,4,4,3,5,4,4,4,4,1,4,1,3,1,4,1,3,2,4,3,5,4,5,3,2,1,3,2,4,3,4,1,5,3,2,4,4,3,5,2,4,5,5,4,4,5,5,4,3,4,5,4,4,2,3,1,2,2,4,1,4,3,4,1,3,2,5,2,2,2,1,1,2,2,1,1,2,2,1,2,2,1,1,16,16,58582.3,176594.2,41783.8,2,4.333333333,2.666666667,4.25,2.5,2.25,3,4.25,2,3,3.5,3.5,2.5,2.25,3,3
WQ2x1m18BWB,9LQkvXWM,27/12/2024 21:35,27/12/2024 21:44,560,1,223.104.196.69,117.849892,36.488773,山东省,淄博市,COMPUTER,Windows,Chrome,1494px*934px,1,16,1,5,3,1,3,4,4,4,4,3,1,4,4,2,2,3,4,3,2,5,4,4,3,5,2,3,2,5,2,3,2,2,2,5,3,4,1,4,1,3,2,5,2,2,2,3,1,2,2,5,3,4,3,4,5,3,4,2,3,4,3,4,5,4,4,4,1,3,2,5,3,4,1,3,2,5,3,4,1,2,3,2,1,3,2,2,2,1,3,2,2,2,4,1,2,1,16,16,27913.7,24553,26759.1,4,3.666666667,2.666666667,3.5,3.5,3,2.25,3.25,2.5,2.75,2,3.75,2.5,3.25,3.25,2.5
oGm5o8PxlZ4,27aJGEEL,27/12/2024 21:28,27/12/2024 21:40,714,1,58.19.39.107,114.3215364,30.5673932,湖北省,武汉市,COMPUTER,Windows,Chrome,1229px*692px,1,16,1,5,3,1,3,4,3,4,4,4,2,4,4,5,2,4,2,4,1,5,4,4,2,5,2,5,2,3,2,3,2,3,2,4,2,3,1,3,2,3,2,4,2,3,2,4,3,4,4,4,3,4,2,4,4,3,4,4,4,4,4,4,5,4,4,4,3,4,2,4,1,4,2,4,1,4,4,4,2,4,2,1,1,1,2,2,4,2,2,2,2,2,2,2,2,2,16,14,29103.1,10124.8,34517.1,3.75,4,3,3.5,3.25,3,2.5,2.5,2.5,2.75,3.75,3.25,3.25,2.75,3.25,3
Q1kOvqVKadd,p7YZp40L,28/12/2024 08:28,28/12/2024 08:40,743,1,36.4.141.48,117.808988,30.932681,安徽省,铜陵市,COMPUTER,Windows,Chrome,1536px*864px,0,16,2,4,4,1,3,3,4,4,3,5,2,3,4,4,3,5,2,5,4,4,4,5,2,5,2,4,1,3,2,5,2,2,2,5,2,3,1,4,1,4,2,5,2,3,2,5,2,3,2,5,2,4,1,5,4,5,4,4,5,4,4,5,3,4,5,4,1,2,3,4,1,4,1,4,3,3,2,5,2,5,3,2,1,2,2,1,2,1,2,1,2,2,3,2,2,1,1,16,34347,36420.3,40747,3.5,4,3,4.25,3.5,2.5,2.75,2.75,2.75,3,3,3,2.5,2.5,3,3.75
oGm8bGka2l4,xLVZKBmL,27/12/2024 23:58,28/12/2024 00:08,650,1,139.205.237.162,104.7222752,31.4671876,四川省,绵阳市,COMPUTER,Windows,Chrome,1920px*1080px,0,16,2,4,4,1,3,4,4,4,4,5,2,4,5,4,3,5,2,4,3,2,2,2,1,3,1,4,2,5,2,5,1,1,1,4,3,4,4,2,1,3,2,4,3,4,4,4,2,2,1,4,5,4,4,4,4,5,5,4,4,5,5,5,4,4,4,3,1,2,2,4,2,5,3,4,1,2,2,4,3,4,3,3,3,4,4,4,4,3,3,2,2,2,4,2,3,4,1,16,48272.415,13994.71,27234.33,4,4.666666667,3,2.75,1.75,3.25,2,3.75,2,3.75,2.25,4.25,2,3.5,2.25,3.5
oGm8Gn38pZ4,0eyn8obM,27/12/2024 23:02,27/12/2024 23:15,739,1,58.51.141.227,114.8922408,30.449518,湖北省,黄冈市,COMPUTER,Mac OS X,Chrome,1366px*768px,0,16,1,4,2,1,3,4,4,5,5,4,1,2,4,4,4,4,2,5,4,2,1,2,5,2,5,2,2,1,2,2,4,4,4,2,2,2,2,2,2,2,4,1,4,1,4,2,5,1,4,2,2,1,2,2,1,2,2,2,1,2,2,1,2,2,1,2,2,4,4,4,1,2,2,2,5,4,4,2,2,2,2,4,5,4,5,4,2,2,4,2,5,4,5,5,4,5,1,16,14220,15103.4,31349.2,4.5,3.333333333,3.333333333,3,3.5,1.75,3.5,2,2.5,2.5,3,1.75,3,2.25,3.75,2
mNVQPGxworA,p7YzE8mL,27/12/2024 22:51,27/12/2024 23:04,732,1,183.192.35.164,121.508488,31.280493,上海市,市辖区,COMPUTER,Windows,Chrome,1707px*960px,0,16,2,5,3,1,3,4,3,2,2,5,2,4,5,4,1,4,1,3,2,3,4,3,1,4,1,3,2,2,1,2,2,2,1,4,3,4,2,3,1,2,2,5,3,2,2,3,1,2,2,3,1,4,2,4,5,5,3,2,3,3,4,5,4,5,3,3,1,2,2,5,2,3,2,2,1,3,2,4,3,2,1,2,2,1,2,1,3,2,4,3,2,4,5,3,2,3,1,16,49918.3,38906.8,36960.1,2.75,4.666666667,2,3,2.25,2,1.75,3.25,2,3,2,2.5,2,3,2,2.5
lAGkg2oKQ14,ve8GBO4L,27/12/2024 22:43,27/12/2024 22:53,589,1,221.3.114.163,120.382335,36.18084,山东省,青岛市,COMPUTER,Windows,Chrome,1536px*864px,0,16,1,4,3,1,3,5,4,5,4,5,1,2,5,4,2,5,2,5,3,4,2,3,2,5,1,5,2,4,1,5,1,2,2,4,2,4,1,3,1,3,2,4,2,2,1,5,2,2,2,4,2,4,3,2,2,2,1,2,1,1,1,2,1,1,1,4,2,5,2,4,1,5,1,4,2,3,2,4,1,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,16,22293.8,43222.4,2815.5,4.5,4,2.666666667,3.5,2.75,3,2.5,2.75,2.25,2.25,2.75,3.25,3.25,2.75,2.75,2.75
mNVQW5NgGDO,BepDyWBe,27/12/2024 22:36,27/12/2024 22:47,642,1,112.36.225.71,117.007035,36.618969,山东省,济南市,COMPUTER,Windows,Chrome,1280px*720px,0,16,1,4,2,1,3,4,4,5,5,4,1,4,5,3,4,4,1,4,1,3,2,4,1,5,2,5,3,4,2,5,2,2,2,5,3,4,3,3,1,4,2,5,3,5,3,4,2,2,1,5,3,4,3,4,5,5,4,5,4,4,5,4,5,5,4,4,1,5,3,4,3,5,2,4,3,4,3,5,2,5,1,1,2,2,1,2,2,1,2,2,2,1,2,2,4,1,1,16,12311.2,8780.7,30801.4,4.5,4.333333333,2.666666667,2.5,3,3.5,2.75,3.75,2.5,4,2.25,3.75,3.25,3.5,3.5,3.25
WQ2ZxxO5dKJ,pLzWkOOe,28/12/2024 00:55,28/12/2024 01:07,706,1,113.140.36.66,107.162668,34.349252,陕西省,宝鸡市,COMPUTER,Windows,Chrome,2048px*1280px,1,2,2,4,2,1,3,4,4,5,4,4,2,5,4,3,3,4,1,3,2,3,2,3,2,5,2,4,3,4,2,3,1,2,2,4,3,4,2,3,3,4,2,3,1,3,1,3,2,2,2,3,1,5,2,5,4,4,5,3,4,4,5,4,4,3,4,4,3,5,3,3,2,4,1,4,1,2,1,4,2,3,2,3,3,3,4,2,4,3,2,3,4,4,3,5,4,4,2,2,16328.9,64089.8,39826.7,4.25,4.333333333,2.333333333,2.5,3,3.25,2,3.25,3,2,2.25,2.75,3.75,2.5,2,2.75
oGm89a8kpZ4,p7YR89ZL,27/12/2024 21:42,27/12/2024 22:09,1620,1,111.163.118.144,117.2157365,39.1304422,天津市,市辖区,COMPUTER,Windows,WeChat,1536px*864px,1,2,2,4,6,1,3,4,3,5,4,4,1,5,4,2,2,4,2,4,4,4,4,5,2,5,1,5,1,4,2,4,1,2,2,4,2,5,1,5,4,5,2,4,1,4,1,4,1,2,1,4,1,4,1,5,5,5,4,5,5,5,5,5,4,4,5,4,3,5,2,4,2,4,1,4,1,3,2,2,2,4,2,1,2,1,1,2,2,2,1,1,2,2,4,2,2,2,2,2,94381.6,97126.2,13027.6,4,4.333333333,2,4,3.25,3,2.25,3,4,2.5,2,2.5,3.5,2.75,2.5,2.5
mNVQ9jp5v4O,2Mdr5w6L,27/12/2024 21:42,27/12/2024 21:59,1028,1,27.27.241.67,112.762746,32.103803,湖北省,襄阳市,COMPUTER,Windows,Chrome,1536px*864px,1,2,2,4,3,1,3,4,4,5,4,4,1,3,4,4,3,5,2,5,2,3,2,3,1,4,2,5,3,5,3,1,2,2,2,5,1,3,2,3,2,2,1,4,2,3,1,2,2,1,2,2,3,2,2,5,4,4,5,5,4,5,4,4,5,4,5,3,2,3,1,4,2,3,2,3,1,2,2,3,1,4,2,2,1,1,2,1,3,2,3,2,1,2,1,2,2,1,2,2,45687.6,95696.9,29286.5,4.25,3.666666667,3,3,2.5,4,1.75,2.75,2,2.5,1.75,2.25,2.25,2.75,2,2.5
lAGj66k1oBJ,27akzRwe,27/12/2024 21:37,27/12/2024 21:50,759,1,39.144.98.197,112.951303,35.599447,山西省,晋城市,COMPUTER,Windows,Chrome,804px*360px,1,2,2,4,2,1,3,4,4,5,4,4,1,3,5,4,1,5,2,5,3,4,4,2,1,3,1,4,2,5,2,4,1,1,2,5,4,3,1,1,1,3,2,2,1,2,2,1,2,3,1,2,4,3,3,4,5,4,4,4,4,5,3,5,4,4,5,4,1,2,2,3,1,3,2,2,1,1,2,3,2,4,1,3,1,2,1,2,3,1,3,2,2,2,4,2,1,2,2,2,104655.3,84744,35970.8,4.25,4,2.333333333,4,1.75,3.25,2,3.25,1.75,1.75,1.75,3,2.25,2.25,1.5,2.5
Xy4vX4dq8bG,BMDZ8dGL,27/12/2024 21:40,27/12/2024 21:49,524,1,112.10.128.62,120.346308,30.317823,浙江省,杭州市,COMPUTER,Windows,Chrome,1536px*960px,1,2,2,2,2,1,3,2,2,1,2,3,4,4,2,4,2,5,2,3,4,2,4,2,1,3,2,4,3,4,2,5,2,1,2,3,3,4,2,1,1,2,2,4,3,2,2,3,2,1,2,3,4,2,3,5,4,4,4,4,3,4,5,4,4,5,4,2,2,1,1,3,3,4,2,2,4,1,2,2,2,3,2,3,2,3,2,2,1,3,2,2,2,2,4,1,2,2,2,2,28340.5,28158.4,29345.1,1.75,3,2.666666667,3.25,2,3.25,2.5,3,1.5,2.75,2,3,1.5,3,2.25,2.25
vwk15VxXZJN,8MZZDk1M,27/12/2024 21:34,27/12/2024 21:49,872,1,223.91.18.129,114.6512443,33.6219169,河南省,周口市,COMPUTER,Windows,Chrome,1920px*1080px,1,2,2,4,4,1,3,4,4,4,2,4,1,3,4,4,2,4,2,5,4,4,5,4,1,4,1,4,2,4,2,4,1,2,2,4,2,4,2,4,1,4,1,5,1,4,1,4,1,2,1,4,1,4,1,5,5,5,4,4,5,5,5,5,4,4,4,4,1,4,2,4,1,5,1,4,2,3,2,4,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,62103.6,93421,31445,3.5,3.666666667,2.666666667,4.5,2.5,3,2.25,3,2.5,2.75,2,2.5,2.75,2.75,2.75,2.75
oGm5oo33JzW,xLV4NXZM,27/12/2024 21:27,27/12/2024 21:43,927,1,223.89.7.74,113.8284284,34.0092877,河南省,许昌市,COMPUTER,Windows,WeChat,1366px*768px,1,2,2,4,3,1,2,4,4,4,4,5,1,3,4,5,2,4,1,5,4,3,2,3,2,2,1,5,3,4,2,5,2,1,1,4,2,2,2,3,2,2,1,4,3,3,1,3,1,1,2,3,1,4,1,4,5,5,3,3,5,4,4,5,4,5,4,4,1,4,2,5,2,4,1,4,1,3,2,4,1,4,1,2,1,2,1,1,1,2,2,3,2,2,4,2,1,2,2,2,72427.7,46766.5,26997.9,4,4,2.666666667,3.5,2,3.5,2.25,2.5,2,2.75,1.75,2.25,2.75,3,2.5,2.5
lAGjE4gxXJ9,G7XxVK87,27/12/2024 21:31,27/12/2024 21:42,657,1,112.99.64.37,130.3763491,46.8091125,黑龙江省,佳木斯市,COMPUTER,Windows,WeChat,1536px*864px,1,2,1,4,2,1,3,2,1,3,1,4,1,4,4,5,3,4,1,5,2,4,4,4,2,5,1,4,3,4,2,3,1,2,1,4,2,5,3,2,1,3,1,4,2,3,2,4,1,2,1,3,2,3,2,5,4,5,5,5,3,5,4,5,4,4,5,3,1,3,1,4,2,3,2,3,2,2,2,3,2,4,3,2,1,1,1,1,3,2,4,3,1,1,2,1,2,1,2,2,53878.7,65335.8,27354.3,1.75,4,3,3.75,3,3.25,1.75,3.5,1.75,2.75,2,2.5,2,2.75,2.25,3
Q1kRwJwD4RW,AM99AAnM,27/12/2024 21:25,27/12/2024 21:36,631,1,211.141.218.162,118.373637,31.329081,安徽省,芜湖市,COMPUTER,Windows,Chrome,1440px*960px,1,2,2,4,2,1,2,2,1,1,1,5,3,4,3,5,2,5,3,2,1,2,2,4,1,4,1,3,4,5,3,2,1,1,3,3,4,4,3,3,2,4,1,5,3,2,2,3,1,1,1,2,2,4,3,5,4,5,5,5,5,5,4,4,4,5,4,3,1,3,2,3,3,3,2,2,1,1,1,1,2,2,2,2,2,2,2,2,4,3,3,4,2,2,3,2,2,1,2,2,32897.1,31453.2,29073.2,1.25,4,3.333333333,1.75,2.5,3.75,1.75,3.5,2.5,3,1.5,2.75,2.25,2.75,1.25,1.75
Xy4w2pjy8KB,5LmK5O4M,28/12/2024 08:08,28/12/2024 08:21,767,1,116.253.234.3,109.2271847,23.727183,广西壮族自治区,来宾市,COMPUTER,Windows,Chrome,1600px*900px,0,2,2,4,2,1,3,2,2,2,2,5,3,4,4,5,2,4,1,4,3,4,4,3,2,5,2,4,1,4,2,5,4,4,3,5,2,4,3,2,2,2,2,4,3,4,3,5,4,4,4,4,4,5,3,4,5,4,4,4,5,4,4,4,5,5,4,3,2,2,1,4,3,4,4,4,4,5,4,4,2,4,3,2,1,2,2,2,3,3,3,2,2,2,2,2,2,1,15,2,108292.9,6766.2,34033.1,2,4.333333333,2.666666667,3.75,3,2.75,4,3.5,2,3.5,4.25,4,2,3.75,4.25,3.25
Q1kZrogWvmB,nePpQEYe,28/12/2024 01:24,28/12/2024 01:36,714,1,120.236.174.241,113.391022,23.058951,广东省,广州市,COMPUTER,Windows,Chrome,1440px*960px,0,2,2,4,2,1,3,4,3,4,3,5,2,4,5,3,2,4,1,5,2,5,4,2,2,3,1,4,3,4,3,4,4,4,3,4,4,4,4,2,2,2,2,4,4,3,4,3,4,4,4,4,4,4,4,3,2,2,2,3,3,4,3,4,3,3,4,4,3,4,4,3,4,3,4,3,4,4,4,4,3,3,4,4,4,4,4,4,4,3,3,2,4,4,3,4,4,4,15,2,36635.9,35952.8,38703.6,3.5,4.666666667,2,4,2,3.5,3.75,4,2,3.75,3.75,4,3.75,3.5,3.75,3.5
WQ2Zl8pRAkJ,5LwGpwqL,27/12/2024 23:57,28/12/2024 00:13,1013,1,113.122.240.192,118.3363903,35.0525874,山东省,临沂市,COMPUTER,Windows,Chrome,1536px*864px,0,2,2,4,2,1,3,4,4,4,3,5,2,5,5,4,2,4,2,5,3,4,4,2,2,3,2,4,2,5,2,5,3,4,2,4,4,5,3,2,2,3,2,4,4,4,3,5,3,4,2,5,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,5,2,4,2,5,2,4,2,5,3,5,3,4,2,5,2,2,1,2,2,2,2,2,2,1,2,2,2,3,2,2,15,2,120714.7,96939,33694,3.75,5,2.666666667,4,2.25,3.25,3.5,4,2.25,3.75,3.5,4.25,3.25,3.25,4,3.25
Q1kZNYaQKVb,QL0RrnmM,27/12/2024 23:23,27/12/2024 23:39,927,1,113.220.118.161,111.4821232,27.2336382,湖南省,邵阳市,COMPUTER,Windows,Chrome,2560px*1440px,0,2,1,5,3,1,3,4,3,4,3,3,2,3,3,4,2,4,1,3,2,3,2,4,3,4,1,4,2,3,2,5,3,3,2,4,3,4,3,3,2,3,2,4,3,4,3,4,2,3,3,4,3,4,3,3,3,4,3,3,2,3,3,2,2,3,3,4,1,3,2,5,3,4,3,5,4,4,3,4,2,4,3,2,2,1,2,2,3,4,3,1,2,2,2,3,2,2,15,2,102575,75415.2,33068.8,3.5,3,2.333333333,2.5,3,2.75,3.25,3.5,2.5,3.5,3,3.5,2.5,3.75,4,3.25
lAGkAqoYwzg,QL0zDYDM,27/12/2024 23:05,27/12/2024 23:15,645,1,183.196.181.68,119.5919001,39.9412726,河北省,秦皇岛市,COMPUTER,Windows,Chrome,1920px*1080px,0,2,2,5,3,1,3,4,4,4,4,4,1,3,3,4,3,4,2,5,3,3,2,4,2,5,1,4,1,4,2,5,2,3,2,4,3,4,2,4,3,4,3,4,2,3,2,4,1,4,2,5,3,4,3,4,4,5,3,4,4,3,4,5,3,4,4,4,3,3,2,4,1,4,1,3,3,4,3,4,2,5,2,2,2,1,2,2,3,2,3,2,2,2,3,2,2,2,15,2,23583.1,21913.6,25531,4,3.333333333,3,3.25,3,2.75,3,3.25,3.5,2.75,2.75,3.75,3,2.5,3.25,3.25
vwkRP41wlgb,27aDdjEM,27/12/2024 22:59,27/12/2024 23:10,683,1,119.191.242.109,122.0854211,37.5216531,山东省,威海市,COMPUTER,Windows,Chrome,1536px*864px,0,2,1,5,3,1,3,5,4,4,5,4,1,5,4,4,2,5,1,5,2,2,2,5,3,4,2,5,4,5,3,5,1,2,1,4,4,4,3,2,1,4,1,5,4,4,3,5,2,1,3,5,4,4,4,4,5,4,4,4,5,5,5,5,5,4,5,4,3,4,4,5,4,5,4,4,1,3,2,4,2,2,2,1,2,2,2,2,2,4,2,1,2,2,2,1,2,2,15,2,35439.2,39924.9,34437.4,4.5,4.333333333,2.333333333,2.75,3.5,4.25,2.25,3.75,2,4,2.75,4.25,3.75,4.5,2.5,2.5
WQ2Z3BGPAG0,BMDojNDe,27/12/2024 22:46,27/12/2024 23:00,833,1,183.185.24.219,112.5463272,37.8699291,山西省,太原市,COMPUTER,Windows,Chrome,1536px*864px,0,2,1,4,4,1,3,2,1,1,2,4,4,3,2,2,2,4,1,4,4,5,5,2,1,4,2,5,2,4,4,5,2,4,3,5,5,4,4,1,1,2,1,4,4,5,4,5,3,4,4,5,4,4,4,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,4,5,4,4,5,4,4,5,5,4,4,4,2,2,1,2,2,5,4,4,4,1,1,1,2,2,1,15,2,33395,5355.1,26299,1.5,3,1.666666667,4.5,2.25,3.75,3.5,4.5,1.25,4.25,4,4.25,1.75,4.25,4.5,4.25
vwkRbrYG0EA,kM1j22y7,27/12/2024 22:46,27/12/2024 22:56,622,1,183.247.8.209,120.390098,30.317833,浙江省,杭州市,COMPUTER,Windows,Chrome,1440px*960px,0,2,1,4,2,1,3,4,3,4,3,4,2,4,5,5,3,3,2,5,3,4,2,5,1,3,2,4,1,4,2,3,2,1,2,3,4,4,2,2,2,2,2,4,3,4,3,4,1,1,2,3,4,4,3,4,4,4,3,4,2,5,3,3,3,4,4,4,3,3,2,4,2,4,4,4,3,3,3,4,2,4,3,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,15,2,54345.7,72920.6,31739,3.5,4.333333333,3.333333333,3.5,2.75,2.75,2,3.25,2,3.5,2,3.5,3,3.5,3.25,3.25
oGm8z9ay3wN,xebpkP67,27/12/2024 22:29,27/12/2024 22:42,792,1,39.173.7.59,118.9239657,28.9610092,浙江省,衢州市,COMPUTER,Windows,Chrome,1536px*864px,0,2,2,4,3,1,3,4,4,4,4,5,2,1,4,4,2,5,2,5,2,3,2,4,1,4,1,5,2,4,2,4,2,5,1,4,2,5,2,4,2,4,1,5,2,4,1,5,2,4,2,4,2,5,2,4,5,5,4,5,5,4,5,5,4,4,4,5,2,4,3,5,2,4,2,5,1,4,2,5,2,4,3,2,2,2,2,2,2,2,2,1,2,2,3,2,3,2,15,2,49896.3,48120.1,35196.5,4,3.333333333,2.666666667,3,2.5,3.25,3,3.25,2.75,3,3.25,3.25,3.5,3.25,3,3.5
bo38myzZKqJ,pLzzNz3L,28/12/2024 10:24,28/12/2024 10:46,1348,1,223.88.194.37,114.386062,36.111857,河南省,安阳市,COMPUTER,Windows,Chrome,1536px*864px,1,3,1,4,3,1,3,3,2,2,2,4,4,4,2,4,3,4,1,4,3,4,4,4,4,4,2,5,2,4,1,3,2,3,2,4,2,5,2,4,4,4,2,4,1,3,2,4,2,2,2,4,1,4,2,4,4,5,4,5,5,4,4,5,4,4,5,4,2,5,2,4,1,4,2,5,1,4,2,5,1,5,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,3,3,152750.9,38725.6,26909.8,2.25,3.333333333,2.666666667,3.75,3.5,3,2.5,3.25,3.5,2.5,2.5,2.75,3.25,2.75,3,3.25
