作答ID,用户ID,开始时间,结束时间,作答时长,作答渠道,IP,经度,纬度,省份,城市,设备类型,操作系统类型,浏览器类型,屏幕分辨率,Synchronicity,Extrovert,Sensing,Thinking,Judging,Group,Gender,Education,Age,NativeLanguage,Experience_AI,SelfPersonality_IE1,SelfPersonality_IE2,SelfPersonality_IE3,SelfPersonality_IE4,SelfPersonality_SN1,SelfPersonality_SN2,SelfPersonality_SN3,SelfPersonality_SN4,SelfPersonality_FT1,SelfPersonality_FT2,SelfPersonality_FT3,SelfPersonality_FT4,SelfPersonality_PJ1,SelfPersonality_PJ2,SelfPersonality_PJ3,SelfPersonality_PJ4,BrandPersonality_IE1,BrandPersonality_IE2,BrandPersonality_IE3,BrandPersonality_IE4,BrandPersonality_SN1,BrandPersonality_SN2,BrandPersonality_SN3,BrandPersonality_SN4,BrandPersonality_FT1,BrandPersonality_FT2,BrandPersonality_FT3,BrandPersonality_FT4,BrandPersonality_PJ1,BrandPersonality_PJ2,BrandPersonality_PJ3,BrandPersonality_PJ4,InfluencerPersonality_IE1,InfluencerPersonality_IE2,InfluencerPersonality_IE3,InfluencerPersonality_IE4,InfluencerPersonality_SN1,InfluencerPersonality_SN2,InfluencerPersonality_SN3,InfluencerPersonality_SN4,InfluencerPersonality_FT1,InfluencerPersonality_FT2,InfluencerPersonality_FT3,InfluencerPersonality_FT4,InfluencerPersonality_PJ1,InfluencerPersonality_PJ2,InfluencerPersonality_PJ3,InfluencerPersonality_PJ4,ContentMatch_1,ContentMatch_2,ContentMatch_3,ContentMatch_4,ContentMatch_7,ContentMatch_8,ContentMatch_9,ContentMatch_10,ContentMatch_11,ContentMatch_12,ContentMatch_13,ContentMatch_14,ExtendedPersonality_IE1,ExtendedPersonality_IE2,ExtendedPersonality_IE3,ExtendedPersonality_IE4,ExtendedPersonality_SN1,ExtendedPersonality_SN2,ExtendedPersonality_SN3,ExtendedPersonality_SN4,ExtendedPersonality_FT1,ExtendedPersonality_FT2,ExtendedPersonality_FT3,ExtendedPersonality_FT4,ExtendedPersonality_PJ1,ExtendedPersonality_PJ2,ExtendedPersonality_PJ3,ExtendedPersonality_PJ4,TargetingGap_1,TargetingGap_2,TargetingGap_3,TargetingGap_4,TargetingGap_5,DemonstrativeGap_1,DemonstrativeGap_2,DemonstrativeGap_3,DemonstrativeGap_4,DemonstrativeGap_5,PersuasiveGap_1,PersuasiveGap_2,PersuasiveGap_3,PersuasiveGap_5,PersuasiveGap_6,Recall_Brand,Recall_Influencer,ResponseTime1,ResponseTime2,ResponseTime3,Discrepancy1_E,Discrepancy1_I,Discrepancy1_S,Discrepancy1_N,Discrepancy1_T,Discrepancy1_F,Discrepancy1_J,Discrepancy1_P,Discrepancy2_E,Discrepancy2_I,Discrepancy2_S,Discrepancy2_N,Discrepancy2_T,Discrepancy2_F,Discrepancy2_J,Discrepancy2_P,Discrepancy3_E,Discrepancy3_I,Discrepancy3_S,Discrepancy3_N,Discrepancy3_T,Discrepancy3_F,Discrepancy3_J,Discrepancy3_P,Discrepancy4_E,Discrepancy4_I,Discrepancy4_S,Discrepancy4_N,Discrepancy4_T,Discrepancy4_F,Discrepancy4_J,Discrepancy4_P,ABS_Discrepancy1_E,ABS_Discrepancy1_I,ABS_Discrepancy1_S,ABS_Discrepancy1_N,ABS_Discrepancy1_T,ABS_Discrepancy1_F,ABS_Discrepancy1_J,ABS_Discrepancy1_P,ABS_Discrepancy2_E,ABS_Discrepancy2_I,ABS_Discrepancy2_S,ABS_Discrepancy2_N,ABS_Discrepancy2_T,ABS_Discrepancy2_F,ABS_Discrepancy2_J,ABS_Discrepancy2_P,ABS_Discrepancy3_E,ABS_Discrepancy3_I,ABS_Discrepancy3_S,ABS_Discrepancy3_N,ABS_Discrepancy3_T,ABS_Discrepancy3_F,ABS_Discrepancy3_J,ABS_Discrepancy3_P,ABS_Discrepancy4_E,ABS_Discrepancy4_I,ABS_Discrepancy4_S,ABS_Discrepancy4_N,ABS_Discrepancy4_T,ABS_Discrepancy4_F,ABS_Discrepancy4_J,ABS_Discrepancy4_P,filter_$
Xy4wYvGwNzw,WLGd5Bae,06/01/2025 04:11,06/01/2025 04:26,875,1,125.79.83.229,116.742246,24.730164,福建省,龙岩市,COMPUTER,Windows,Chrome,1366px*768px,0,1,1,0,1,7,2,3,2,1,3,2,2,2,1,4,1,4,5,4,2,4,1,4,1,2,2,4,4,5,1,3,1,4,1,4,1,2,2,4,2,5,1,2,2,4,1,4,1,2,1,4,4,1,2,4,1,4,2,5,5,4,4,5,4,5,5,5,4,4,5,5,2,2,1,4,1,4,1,4,2,1,2,4,1,3,1,2,2,3,1,2,2,1,1,2,1,2,2,1,2,2,10,7,142597.9,76351,64770.6,3,-2,1,0,1,3,1,0,-2,0,2,0,3,3,-2,0,-2,2,1,0,-1,-1,-2,1,3,0,0,0,-3,-1,1,1,3,2,1,0,1,3,1,0,2,0,2,0,3,3,2,0,2,2,1,0,1,1,2,1,3,0,0,0,3,1,1,1,1
vwkRYAyqbRW,pLzWkOOe,06/01/2025 00:20,06/01/2025 00:41,1260,1,113.140.36.66,107.162666,34.34925,陕西省,宝鸡市,COMPUTER,Windows,Chrome,2048px*1280px,0,1,1,0,1,7,2,4,2,1,3,4,4,5,4,4,1,4,4,3,3,4,2,3,1,3,2,3,1,4,1,3,2,2,2,4,3,3,2,4,4,4,3,3,1,4,2,3,1,2,3,4,2,3,2,4,3,5,2,4,5,5,4,4,4,3,3,5,4,4,5,4,1,3,2,3,2,4,1,3,2,4,3,4,3,3,4,2,1,2,2,3,2,1,1,2,2,2,4,3,2,3,10,7,12498.9,38006.3,32410.6,0,1,0,0,0,-1,-1,-2,2,-5,3,1,0,-1,-3,2,0,-1,2,1,0,0,-1,0,-2,5,-1,0,0,0,1,-4,0,1,0,0,0,1,1,2,2,5,3,1,0,1,3,2,0,1,2,1,0,0,1,0,2,5,1,0,0,0,1,4,1
NPXZ0BzGlyR,z7A8jWoM,05/01/2025 23:31,05/01/2025 23:44,801,1,117.40.111.3,115.867945,28.735178,江西省,南昌市,COMPUTER,Windows,Chrome,1715px*965px,0,1,1,0,1,7,1,4,2,1,2,4,4,3,4,4,2,4,5,3,3,4,2,3,3,4,4,3,1,5,2,4,2,5,2,4,2,3,2,4,2,5,2,2,1,3,2,4,3,4,3,4,2,3,3,4,4,5,2,5,5,5,5,4,5,5,4,5,4,4,4,4,2,3,2,5,3,4,3,4,2,4,3,4,2,3,2,2,1,2,2,2,3,3,2,1,2,2,4,1,2,1,10,7,190563.9,13698.8,30364,3,0,1,2,0,1,0,2,2,-5,0,3,0,0,-2,-1,-1,-1,0,-2,1,-1,-2,0,0,4,1,-3,1,0,0,3,3,0,1,2,0,1,0,2,2,5,0,3,0,0,2,1,1,1,0,2,1,1,2,0,0,4,1,3,1,0,0,3,1
mNVQDB00wbA,J7qGadpe,05/01/2025 22:33,05/01/2025 22:52,1144,1,223.13.15.180,111.503325,36.078441,山西省,临汾市,COMPUTER,Windows,Chrome,1536px*864px,0,1,1,0,1,7,2,5,2,1,3,4,2,2,2,4,3,4,2,4,3,4,3,4,3,4,3,3,4,3,2,3,2,3,2,4,3,2,3,3,2,2,2,3,4,3,2,4,2,3,2,4,3,3,2,3,2,4,2,2,2,2,3,3,2,2,3,3,3,2,2,3,2,2,2,3,2,4,2,3,3,2,2,3,2,3,2,3,3,3,3,4,2,2,4,3,3,3,3,2,4,3,10,7,163984,110226.3,23693.3,0,0,-1,0,-1,-1,-2,0,0,2,1,-3,1,-1,1,-2,-1,2,1,0,-1,1,1,0,-1,0,-1,3,-3,1,-2,2,0,0,1,0,1,1,2,0,0,2,1,3,1,1,1,2,1,2,1,0,1,1,1,0,1,0,1,3,3,1,2,2,1
nZoyaB1r29d,J7qmVgq7,05/01/2025 22:40,05/01/2025 22:50,612,1,180.123.228.244,117.2056192,34.2581229,江苏省,徐州市,COMPUTER,Windows,Chrome,1920px*1080px,0,1,1,0,1,7,2,4,4,1,3,4,4,4,3,4,2,3,4,2,2,4,2,5,3,4,3,5,4,4,3,2,1,3,2,3,2,2,2,4,1,4,1,5,3,5,4,4,1,3,1,3,2,2,2,4,2,4,1,3,4,3,3,3,2,2,3,2,2,3,2,4,3,4,4,3,2,2,2,3,1,2,2,3,2,3,2,3,2,4,3,2,2,2,2,1,2,3,4,2,3,3,10,7,3086.3,2099.9,29548.9,-1,0,-2,-1,0,0,0,1,-2,0,0,-2,1,0,1,-3,-1,0,0,-1,0,1,-2,-2,0,0,-2,0,-1,1,-3,2,1,0,2,1,0,0,0,1,2,0,0,2,1,0,1,3,1,0,0,1,0,1,2,2,0,0,2,0,1,1,3,2,1
vwkR0lyXAAX,VMJZpymM,05/01/2025 22:34,05/01/2025 22:45,644,1,60.27.235.150,117.188631,39.099546,天津市,市辖区,COMPUTER,Windows,Chrome,3840px*1080px,0,1,1,0,1,7,1,5,4,1,3,5,3,5,3,5,1,3,4,5,2,5,2,4,1,4,2,4,1,2,2,3,1,4,1,5,2,3,2,3,1,4,2,5,2,2,3,5,2,4,1,5,2,4,1,3,1,3,1,4,5,5,3,5,5,5,4,4,3,4,5,4,1,3,1,5,2,4,1,5,3,4,2,5,1,4,2,2,2,1,1,2,2,1,2,2,1,2,4,2,1,2,10,7,53481,55051.1,24212.1,-1,2,-2,1,-1,-1,1,-1,3,-1,-1,0,1,-1,2,-1,1,1,2,-1,1,-1,2,0,-3,4,1,0,-1,-1,1,0,1,2,2,1,1,1,1,1,3,1,1,0,1,1,2,1,1,1,2,1,1,1,2,0,3,4,1,0,1,1,1,0,1
nZoO9w4GWBR,me3V1AaL,06/01/2025 08:34,06/01/2025 08:53,1134,1,118.183.232.144,103.201983,35.5844654,甘肃省,临夏回族自治州,COMPUTER,Windows,Chrome,1920px*1080px,1,1,0,0,1,8,2,4,3,1,1,4,1,3,1,4,2,3,5,4,3,5,2,4,3,4,3,5,4,4,1,4,1,4,2,5,2,3,2,5,1,4,1,4,4,4,1,4,2,5,2,5,2,4,1,4,2,5,2,4,5,4,4,5,4,4,5,4,5,4,5,4,1,4,2,5,2,5,2,4,1,4,1,5,2,5,2,2,3,2,2,1,1,2,1,1,2,2,4,1,2,1,8,8,83867.9,19266.1,29095.3,1,0,-1,1,-1,-1,0,2,-1,3,-2,1,0,-2,-1,-2,-1,2,2,-1,0,2,1,-2,1,-1,3,-1,-1,3,2,2,1,0,1,1,1,1,0,2,1,3,2,1,0,2,1,2,1,2,2,1,0,2,1,2,1,1,3,1,1,3,2,2,0
mNVAYN5zDkg,JekXdQNM,06/01/2025 08:22,06/01/2025 08:34,727,1,144.12.209.167,117.9771299,37.4092992,山东省,滨州市,COMPUTER,Windows,Chrome,1366px*768px,1,1,0,0,1,8,2,5,3,1,3,4,2,3,2,4,3,4,4,4,3,4,2,5,3,5,3,4,2,4,1,4,2,4,2,4,1,5,1,4,2,5,1,4,2,5,1,5,2,4,2,4,2,3,2,4,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,4,2,4,2,4,2,3,2,4,2,4,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,8,8,66319.8,102714.3,37387.1,-1,0,-1,0,2,2,1,1,-2,-1,-1,-1,1,-1,2,-2,0,-1,0,0,-2,-2,-1,-1,1,0,0,1,-1,1,-2,2,1,0,1,0,2,2,1,1,2,1,1,1,1,1,2,2,0,1,0,0,2,2,1,1,1,0,0,1,1,1,2,2,0
mNVQNVoAKxO,p7YzE8mL,05/01/2025 23:05,05/01/2025 23:18,781,1,183.192.35.164,121.508488,31.280493,上海市,市辖区,COMPUTER,Windows,Chrome,1707px*960px,1,1,0,0,1,8,2,5,3,1,3,3,1,3,2,4,1,4,5,3,1,4,1,3,2,2,2,5,4,4,1,3,1,2,2,4,3,5,3,4,4,4,2,3,2,5,2,5,1,2,1,4,4,4,3,5,4,4,2,3,2,3,4,4,2,4,5,4,5,2,4,4,3,5,4,3,1,4,1,4,4,5,3,4,3,5,2,4,2,3,4,3,3,1,2,1,2,2,4,4,2,3,8,8,29398.6,96314.4,51567.9,1,-1,-2,-1,1,1,-1,0,-2,1,1,0,-1,5,-4,2,0,-2,2,1,0,-1,1,1,3,-4,-1,0,2,-5,4,-1,1,1,2,1,1,1,1,0,2,1,1,0,1,5,4,2,0,2,2,1,0,1,1,1,3,4,1,0,2,5,4,1,0
Xy4ZWGWl4GD,27adw9ZM,05/01/2025 22:37,05/01/2025 22:48,641,1,112.97.56.2,114.131238,22.572237,广东省,深圳市,COMPUTER,Windows,Chrome,1276px*718px,1,1,0,0,1,8,1,4,5,1,3,4,4,5,4,3,2,4,3,2,3,3,2,2,2,2,2,4,4,4,4,3,4,4,3,2,1,2,2,2,3,4,2,4,4,5,4,3,3,3,3,2,2,2,2,2,3,3,3,4,5,4,4,5,5,4,5,4,4,5,4,4,4,5,4,3,3,3,3,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,1,3,2,2,1,2,2,2,8,8,88749.4,7785.2,28060.5,-1,0,1,-1,0,1,1,1,0,0,1,1,1,-1,-1,2,1,0,-1,1,0,0,-2,1,0,0,-1,-1,-1,2,0,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,2,1,0,1,1,0,0,2,1,0,0,1,1,1,2,0,0,0
mNVQKzvAr3d,0eyrPXQM,05/01/2025 22:16,05/01/2025 22:25,553,1,42.84.232.54,121.670666,42.035431,辽宁省,阜新市,COMPUTER,Windows,Chrome,780px*360px,1,1,0,0,1,8,2,4,4,1,3,4,5,5,4,4,1,1,2,4,4,5,4,4,5,2,2,5,5,4,4,2,1,2,1,2,2,2,1,4,1,4,1,5,4,5,2,3,1,2,2,1,2,2,1,2,2,2,1,5,4,4,5,5,4,5,4,4,5,4,4,4,5,5,4,1,1,2,1,4,2,5,2,2,2,2,2,2,1,2,1,1,1,2,2,1,1,1,2,1,1,2,8,8,88117.7,9809.2,27946.4,-1,-3,-1,1,1,0,4,1,-1,-3,0,-2,6,-5,2,-4,0,0,-1,0,5,-1,-4,-2,0,0,-2,3,0,4,-2,3,1,3,1,1,1,0,4,1,1,3,0,2,6,5,2,4,0,0,1,0,5,1,4,2,0,0,2,3,0,4,2,3,0
g901BjR4g0l,xMo8qr67,05/01/2025 21:46,05/01/2025 22:06,1198,1,112.97.56.43,114.236529,22.553682,广东省,深圳市,COMPUTER,Windows,Chrome,1600px*900px,1,1,0,0,1,8,2,4,4,1,3,5,4,5,4,3,2,4,4,3,3,4,1,3,2,2,2,4,4,5,4,4,3,4,4,2,2,2,2,3,4,4,3,4,4,4,4,4,3,3,2,2,1,2,2,1,2,3,3,4,5,4,4,4,5,5,4,4,5,4,4,4,4,5,4,3,3,4,3,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,1,2,2,2,1,1,2,2,8,8,170441.5,22966.6,29005.9,1,0,1,-2,0,-1,3,-2,2,0,0,1,3,-1,1,1,0,0,-1,1,0,0,-3,2,-1,0,0,-2,-3,0,-1,-1,1,0,1,2,0,1,3,2,2,0,0,1,3,1,1,1,0,0,1,1,0,0,3,2,1,0,0,2,3,0,1,1,0
lAGkWPz0mxR,oe45AjmM,05/01/2025 21:28,05/01/2025 21:52,1417,1,218.26.157.105,112.844979,35.49539,山西省,晋城市,COMPUTER,Windows,Chrome,1536px*864px,1,1,0,0,1,8,1,4,3,1,3,4,3,3,2,4,1,4,4,4,2,4,1,4,1,4,3,4,4,4,1,4,2,4,1,3,3,2,3,4,2,2,2,5,3,4,3,4,2,3,1,4,2,3,2,5,2,5,2,4,4,5,3,4,4,4,4,5,4,4,3,4,2,5,4,3,2,4,2,4,2,3,2,5,2,4,2,2,1,1,2,2,1,1,2,2,2,2,2,1,2,2,8,8,77700.3,37825.6,27973.1,-1,1,1,0,-2,-2,-4,0,-2,1,1,0,1,1,-2,0,1,-1,-1,-1,2,2,3,0,2,-1,-1,-1,-1,-1,1,0,1,1,1,0,2,2,4,0,2,1,1,0,1,1,2,0,1,1,1,1,2,2,3,0,2,1,1,1,1,1,1,0,0
WQ2x1WayJAP,o7jGp3dL,05/01/2025 21:30,05/01/2025 21:43,773,1,183.216.100.169,115.905372,28.677146,江西省,南昌市,COMPUTER,Mac OS X,Firefox,1440px*900px,1,1,0,0,1,8,2,5,3,1,3,4,3,4,3,4,1,2,4,4,3,4,2,5,1,4,4,4,3,4,1,4,1,5,1,5,2,3,2,4,3,4,2,4,3,4,3,4,1,4,1,4,2,3,2,4,3,4,3,4,5,5,4,4,4,5,5,5,4,4,5,4,3,5,3,5,2,4,1,5,3,4,3,4,2,5,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,8,8,53213,86143,34856,0,2,1,0,1,0,0,1,0,0,-2,-1,1,-1,1,1,1,-2,0,-1,1,-2,1,0,1,0,3,0,1,-1,0,0,0,2,1,0,1,0,0,1,0,0,2,1,1,1,1,1,1,2,0,1,1,2,1,0,1,0,3,0,1,1,0,0,0
vwkBARkg3lx,me3BdK2L,06/01/2025 08:54,06/01/2025 09:14,1179,1,111.121.8.83,106.68005,26.55604,贵州省,贵阳市,COMPUTER,Mac OS X,Safari,1728px*1117px,0,1,0,0,1,8,1,5,2,1,3,4,4,5,5,4,1,2,4,5,2,5,2,5,4,3,1,4,4,4,1,4,1,4,1,4,1,2,2,5,2,5,2,4,4,4,1,4,1,4,1,4,1,1,2,5,2,5,2,4,5,4,5,4,5,4,5,4,5,4,5,4,1,4,1,4,1,4,1,4,1,2, ,5,2,5,2,2,1,2,2,1,2,1,2,1,1,2,3,2,2,1,9,8,40594,24266,25755,0,0,0,0,1,0,0,0,1,-4,-2,-1,5,-1,-2,-1,0,3,0,0,0, ,0,0,-1,7,2,1,-4, ,2,1,0,0,0,0,1,0,0,0,1,4,2,1,5,1,2,1,0,3,0,0,0, ,0,0,1,7,2,1,4, ,2,1,1
lAGkm9qgVEq,veEmw96e,06/01/2025 00:29,06/01/2025 00:38,552,1,110.52.83.60,113.0292213,25.7895737,湖南省,郴州市,COMPUTER,Windows,Chrome,2560px*1440px,0,1,0,0,1,8,1,4,3,1,3,4,4,5,4,4,2,5,3,2,3,4,2,2,3,1,2,2,1,2,1,5,3,4,2,5,4,4,4,5,3,4,2,2,1,3,2,5,3,5,3,5,4,4,2,5,4,5,3,4,5,5,4,5,5,4,5,5,4,5,5,4,2,3,2,5,3,4,3,4,4,5,3,4,2,2,2,1,2,2,1,1,2,3,4,1,2,2,4,1,2,1,9,8,25236.79,17005.28,32548.795,-1,1,-1,1,0,-2,-1,2,4,-5,-1,1,-3,1,-7,2,3,-2,0,-1,0,1,-3,1,-2,4,0,-1,3,-2,3,1,1,1,1,1,0,2,1,2,4,5,1,1,3,1,7,2,3,2,0,1,0,1,3,1,2,4,0,1,3,2,3,1,1
vwkRwyaYVxX,J7q851pM,05/01/2025 23:03,05/01/2025 23:12,562,1,120.87.239.8,116.7166793,23.3721709,广东省,汕头市,COMPUTER,Windows,Chrome,1280px*800px,0,1,0,0,1,8,2,5,3,1,3,4,3,4,2,4,1,3,5,4,2,4,2,5,3,4,2,3,2,5,1,4,1,4,1,4,3,5,2,4,1,5,2,3,2,3,2,4,1,5,2,4,1,3,2,4,1,4,2,4,4,5,5,4,5,5,5,4,3,4,4,4,1,4,3,4,2,5,2,5,3,4,1,4,2,4,1,2,1,1,2,1,1,1,3,2,1,2,2,3,2,1,9,8,20555.5,14506.1,26084.6,2,1,-1,1,2,-2,1,0,2,-1,-2,1,1,-1,1,-2,0,-1,1,-2,0,1,-1,0,0,1,2,-2,1,0,-1,2,2,1,1,1,2,2,1,0,2,1,2,1,1,1,1,2,0,1,1,2,0,1,1,0,0,1,2,2,1,0,1,2,1
Xy4ZyoDpaB8,z7AGQA9e,05/01/2025 22:54,05/01/2025 23:16,1302,1,171.37.136.71,108.3111942,22.8052092,广西壮族自治区,南宁市,COMPUTER,Windows,Chrome,1920px*1080px,0,1,0,0,1,8,1,4,4,1,3,4,4,4,4,4,1,1,4,4,4,5,3,4,2,4,2,3,4,4,3,4,3,5,4,2,3,2,3,5,2,5,2,4,3,3,2,4,3,3,4,1,5,2,5,4,4,2,3,1,2,3,2,4,4,5,3,2,3,2,3,3,4,3,5,3,2,3,2,3,2,4,4,3,4,1,4,2,3,3,2,2,3,3,4,4,3,3,2,2,1,2,6,8,20751.8,33217.6,31379.8,0,-2,2,0,1,4,4,3,1,-3,-2,4,6,3,2,3,-1,-2,-3,3,3,0,-6,-4,-2,-1,1,-1,-2,1,-4,-4,0,2,2,0,1,4,4,3,1,3,2,4,6,3,2,3,1,2,3,3,3,0,6,4,2,1,1,1,2,1,4,4,1
NPXZEomzgoR,DMxkAEle,05/01/2025 22:37,05/01/2025 23:11,2024,1,121.25.214.234,114.9000407,40.8160914,河北省,张家口市,COMPUTER,Windows,WeChat,1536px*864px,0,1,0,0,1,8,2,4,2,1,1,3,3,2,2,4,2,3,3,4,2,4,2,2,2,4,4,2,2,4,2,5,2,4,2,4,1,2,1,5,1,4,2,4,3,4,2,4,3,4,2,4,2,2,2,4,2,4,2,4,4,4,4,5,4,5,4,4,4,4,4,3,2,3,2,5,2,5,2,4,2,3,2,4,3,3,2,2,2,2,2,2,2,2,2,2,3,4,3,4,4,4,9,8,126851.5,67600.7,11017.6,-2,1,1,1,0,2,1,1,-3,0,-1,0,2,0,-2,-2,0,0,1,0,1,-2,-2,-2,1,1,3,1,-1,0,1,1,2,1,1,1,0,2,1,1,3,0,1,0,2,0,2,2,0,0,1,0,1,2,2,2,1,1,3,1,1,0,1,1,1
nZoya4V0xDW,J7qr2B4L,05/01/2025 22:41,05/01/2025 22:51,603,1,183.199.233.159,117.9410327,40.9762977,河北省,承德市,COMPUTER,Windows,Chrome,1536px*864px,0,1,0,0,1,8,2,4,2,1,3,4,1,2,2,4,1,4,4,1,2,5,1,4,4,4,4,2,1,4,1,5,4,4,2,5,4,5,2,5,4,4,4,2,2,4,1,5,2,5,4,4,4,5,2,5,4,5,4,5,5,5,4,5,4,5,5,5,4,5,4,2,1,4,1,5,1,5,4,5,4,4,4,5,2,5,3,4,4,4,4,2,2,1,4,1,2,4,4,2,2,4,9,8,77768,41319.2,36776.9,0,1,-1,0,1,0,-1,0,0,0,-2,3,-3,3,-2,0,0,0,1,1,-1,-2,1,3,0,1,2,-2,3,-5,2,3,0,1,1,0,1,0,1,0,0,0,2,3,3,3,2,0,0,0,1,1,1,2,1,3,0,1,2,2,3,5,2,3,1
g901ZNxb05J,JekJZljL,05/01/2025 22:31,05/01/2025 22:49,1091,1,36.40.189.41,108.9410144,34.2740836,陕西省,西安市,COMPUTER,Windows,Chrome,1536px*864px,0,1,0,0,1,8,2,4,4,1,3,4,4,4,3,5,2,5,4,5,5,3,2,4,4,5,5,4,1,4,2,5,5,4,3,2,1,2,2,5,2,5,5,4,4,1,2,5,3,5,2,4,1,2,2,5,3,5,2,5,4,4,2,4,5,4,5,4,5,4,5,4,1,3,5,5,2,5,3,2,2,1,1,4,1,3,2,2,1,3,1,2,2,3,1,2,1,2,1,4,2,1,9,8,61303.3,29024.1,56742.2,3,3,-1,-3,-2,0,0,-2,3,-1,0,1,2,-4,-1,-4,-1,-3,1,3,-1,0,-3,4,-1,1,0,-1,-5,4,-2,6,3,3,1,3,2,0,0,2,3,1,0,1,2,4,1,4,1,3,1,3,1,0,3,4,1,1,0,1,5,4,2,6,1
g905zR9Wk28,me3vv5NL,06/01/2025 08:00,06/01/2025 08:21,1264,1,120.224.135.193,117.1107495,36.6472998,山东省,济南市,COMPUTER,Windows,Chrome,1280px*720px,1,0,1,1,0,9,1,3,6,1,2,4,4,4,4,4,2,4,4,4,2,4,2,5,5,4,4,4,4,4,4,4,3,4,4,2,2,3,3,3,2,4,3,3,2,2,3,4,3,2,4,2,4,3,3,2,4,2,4,2,2,2,2,2,2,3,2,2,2,2,2,2,4,3,3,3,4,3,3,3,4,2,4,2,4,3,3,4,4,4,2,3,2,3,4,3,4,3,2,4,4,4,9,9,94029.415,120011.99,26564.365,3,-3,2,0,0,2,3,3,3,-3,2,3,3,3,5,-1,-3,1,-2,0,0,-3,-2,-2,-3,1,-2,-3,-3,-4,-4,2,3,3,2,0,0,2,3,3,3,3,2,3,3,3,5,1,3,1,2,0,0,3,2,2,3,1,2,3,3,4,4,2,0
nZoyGbB6V5B,J7qplWgM,05/01/2025 09:50,05/01/2025 10:06,949,1,24.217.73.175,-90.328121,38.622577,Missouri,Overland,COMPUTER,Windows,Chrome,1536px*864px,1,0,1,1,0,9,2,5,4,1,3,4,4,4,1,4,2,3,4,5,2,4,3,5,1,4,3,4,1,4,2,5,2,3,3,4,1,4,2,5,2,4,3,3,2,3,2,5,2,4,3,4,2,5,2,4,3,4,3,4,5,5,4,5,5,4,4,5,5,4,4,4,1,5,2,4,1,4,2,5,3,4,1,4,3,4,3,2,3,3,3,4,4,4,5,4,3,3,4,4,4,3,9,9,12485.7,7323,29152.6,2,1,-1,0,-1,1,1,1,2,-1,-2,1,0,-1,1,2,1,0,0,2,1,-1,-1,-1,1,2,1,1,0,1,-1,-2,2,1,1,0,1,1,1,1,2,1,2,1,0,1,1,2,1,0,0,2,1,1,1,1,1,2,1,1,0,1,1,2,0
mNVQlnV3gdz,9LQp3Z47,05/01/2025 23:43,06/01/2025 00:05,1324,1,171.106.1.155,108.2738,22.83714,广西壮族自治区,南宁市,COMPUTER,Mac OS X,Safari,1440px*900px,1,0,1,1,0,9,2,5,4,1,3,4,4,4,4,4,1,4,4,3,3,4,2,5,2,4,2,3,2,4,1,4,2,4,3,5,4,4,3,4,4,4,3,2,2,3,3,4,3,5,3,4,3,4,4,4,3,4,3,3,2,1,2,2,1,1,2,3,2,2,3,3,4,3,2,4,4,4,4,4,3,4,3,4,2,5,3,3,2,3,3,2,4,3,3,3,2,3,4,3,2,2,9,9,12614,58846,33702,2,2,-1,1,1,0,0,-1,3,-3,-1,3,-1,2,1,2,-1,-3,0,-3,-1,1,1,2,-2,2,0,-5,1,-1,0,-1,2,2,1,1,1,0,0,1,3,3,1,3,1,2,1,2,1,3,0,3,1,1,1,2,2,2,0,5,1,1,0,1,0
nZoyNYzkVRm,z7AqjXX7,05/01/2025 23:07,05/01/2025 23:21,857,1,42.248.76.29,123.8447464,42.2806093,辽宁省,铁岭市,COMPUTER,Windows,Chrome,2048px*1152px,1,0,1,1,0,9,1,4,5,1,3,2,2,2,1,4,1,4,4,5,4,4,4,5,2,2,1,4,1,4,2,5,2,5,2,5,2,4,1,4,1,4,1,4,1,4,2,5,1,4,1,4,1,4,1,4,1,4,1,5,4,5,4,4,5,4,5,4,5,4,5,5,2,5,2,4,1,4,1,4,2,5,2,4,1,4,2,2,1,2,1,2,1,2,2,2,2,2,1,2,1,2,9,9,11994.7,5168.1,23771.5,0,0,1,-2,1,-1,0,0,-4,0,-1,-1,1,-6,-1,-1,2,-1,-2,2,0,-1,0,-1,6,-1,0,1,0,4,1,0,0,0,1,2,1,1,0,0,4,0,1,1,1,6,1,1,2,1,2,2,0,1,0,1,6,1,0,1,0,4,1,0,0
