作答ID,用户ID,开始时间,结束时间,作答时长,作答渠道,发布ID,问卷发布名称,IP,经度,纬度,省份,城市,设备类型,操作系统类型,浏览器类型,屏幕分辨率,Authoritative,Professionalism,HighProfile,Sensational,Group,Type_Influencer,Gender,Education,Age,NativeLanguage,Experience_AI,Familiarity_1,Familiarity_2,Familiarity_3,Cuteness_1,Cuteness_2,Cuteness_3,Popularity_1,Popularity_2,Popularity_3,Reputation_1,Reputation_2,Reputation_3,Professionalism_1,Professionalism_2,Professionalism_3,Relevance_1,Relevance_2,Relevance_3,Relevance_4,Relevance_5,Relevance_6,Relevance_7,Relevance_8,Relevance_9,Persuasiveness_1,Persuasiveness_2,Persuasiveness_3,Persuasiveness_4,Persuasiveness_5,Persuasiveness_6,Persuasiveness_7,Persuasiveness_8,Persuasiveness_9,Excitement_1,Excitement_2,Excitement_3,Excitement_4,Excitement_5,Excitement_6,Excitement_7,Excitement_8,Excitement_9,Referencing_1,Referencing_2,Referencing_3,Referencing_4,Referencing_5,TargetingGap_1,TargetingGap_2,TargetingGap_3,TargetingGap_4,TargetingGap_5,DemonstrativeGap_1,DemonstrativeGap_2,DemonstrativeGap_3,DemonstrativeGap_4,DemonstrativeGap_5,PersuasiveGap_1,PersuasiveGap_2,PersuasiveGap_3,PersuasiveGap_5,PersuasiveGap_6,Engagement_Info1,Engagement_Info2,Engagement_Info3,Engagement_Emotion1,Engagement_Emotion2,Engagement_Emotion3,Engagement_Behaviour1,Engagement_Behaviour2,Engagement_Behaviour3,Recall_Brand,Recall_Influencer,ResponseTime1,ResponseTime2,ResponseTime3,filter_$
nZo3nJGnjwN,WMR2NExM,2025-01-07 10:59:09,2025-01-07 11:17:10,1081,1,jamQJn,消费者性格与AI视频广告研究动漫组（主研究-Study2）,183.202.73.64,112.8736746,35.4932840,山西省,晋城市,COMPUTER,Windows,Chrome,1536px*864px,0,0,0,1,2,2,2,4,2,1,3,4,5,5,5,4,4,4,4,5,5,4,4,4,5,4,4,4,4,5,5,4,3,4,4,5,4,4,5,4,3,4,5,4,4,3,4,4,2,4,5,4,4,4,4,5,5,4,1,2,2,1,2,3,2,2,1,2,2,5,2,2,1,4,2,4,5,4,4,4,3,4,2,2,108238.8,117978.1,74712,0
g90KmZvy0Dy,0eybyX8M,2025-01-07 10:49:58,2025-01-07 11:01:04,666,1,jamQJn,消费者性格与AI视频广告研究动漫组（主研究-Study2）,115.202.197.1,121.3837552,28.6393381,浙江省,台州市,COMPUTER,Windows,Chrome,1366px*768px,0,0,0,1,2,2,2,4,3,1,3,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,3,2,1,2,1,1,5,4,5,4,1,1,2,1,2,1,5,4,5,4,5,4,5,4,5,2,2,107949.4,23051.8,58873.7,0
mNVXVbn9awg,27aDWgDM,2025-01-07 10:37:23,2025-01-07 10:55:39,1096,1,jamQJn,消费者性格与AI视频广告研究动漫组（主研究-Study2）,111.121.217.89,105.3105265,27.2943303,贵州省,毕节市,COMPUTER,Windows,WeChat,2560px*1440px,0,0,0,1,2,2,2,4,4,1,2,5,5,3,4,4,3,4,3,3,4,3,4,2,4,5,3,2,4,3,3,2,3,1,1,3,3,3,2,3,2,3,2,3,2,2,3,2,1,3,1,2,2,3,2,2,3,4,3,2,3,2,3,2,3,3,2,2,3,4,5,2,4,1,2,3,1,3,3,1,2,3,2,2,53356.8,14733.5,23818.9,0
NPXKyKwKavg,5LwwDw6L,2025-01-07 10:29:30,2025-01-07 10:42:56,806,1,jamQJn,消费者性格与AI视频广告研究动漫组（主研究-Study2）,183.199.172.173,118.1571651,39.6438538,河北省,唐山市,COMPUTER,Windows,Chrome,1920px*1080px,0,0,0,1,2,2,2,4,4,1,3,4,5,5,5,5,5,5,4,5,4,4,5,5,4,4,4,4,5,3,4,4,5,5,4,5,4,4,5,4,5,4,4,4,5,5,5,4,5,4,4,4,4,4,5,4,4,4,2,1,3,2,2,1,1,2,2,1,2,5,2,3,2,5,5,4,4,4,5,5,4,4,2,2,18223,13410.9,45689.9,0
Xy4K3GQVpyO,27aJnjVL,2025-01-07 10:32:19,2025-01-07 10:45:31,792,1,jamQJn,消费者性格与AI视频广告研究动漫组（主研究-Study2）,27.129.244.118,114.4916153,37.0722339,河北省,邢台市,COMPUTER,Windows,WeChat,1366px*768px,0,0,0,1,2,2,1,5,6,1,3,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,4,5,5,5,4,3,4,5,4,5,5,4,3,4,3,4,4,4,2,4,3,3,2,2,2,3,2,2,1,4,3,2,3,4,4,5,4,4,4,4,5,5,2,2,40413.4,39144.2,39217.1,0
mNVXJDJJPmg,me33PGRe,2025-01-07 10:23:11,2025-01-07 10:31:46,515,1,jamQJn,消费者性格与AI视频广告研究动漫组（主研究-Study2）,36.5.109.240,117.2606130,31.8407170,安徽省,合肥市,COMPUTER,Windows,Chrome,1024px*640px,0,0,0,1,2,2,2,4,2,1,3,4,4,4,5,4,4,5,5,4,5,4,5,5,5,4,4,4,5,4,4,4,5,5,5,4,4,4,5,5,4,4,5,4,4,4,5,5,4,5,5,4,4,4,4,4,5,4,1,2,1,1,2,2,1,4,2,1,2,4,2,2,1,2,5,2,4,4,4,2,1,1,2,2,79643.2,47814.1,27193.4,0
nZo3pxQkRla,o7jxrBOe,2025-01-07 10:21:18,2025-01-07 10:31:18,600,1,jamQJn,消费者性格与AI视频广告研究动漫组（主研究-Study2）,42.234.244.163,114.3441582,34.7878789,河南省,开封市,COMPUTER,Linux,Chrome,1920px*1080px,0,0,0,1,2,2,2,4,2,1,3,4,5,4,4,4,4,5,4,5,5,4,5,5,5,4,4,4,5,5,4,4,4,3,4,4,4,4,5,5,5,4,5,4,4,3,5,4,4,5,5,4,3,4,4,5,4,4,2,2,1,1,2,4,3,4,4,2,2,2,1,2,2,4,5,4,4,4,5,4,5,4,2,2,31818.3,115242.7,39778,0
g90KKBdWvaw,kM19OEBM,2025-01-07 10:15:02,2025-01-07 10:23:30,508,1,jamQJn,消费者性格与AI视频广告研究动漫组（主研究-Study2）,106.8.64.243,116.7123234,39.5186679,河北省,廊坊市,COMPUTER,Windows,Chrome,1920px*1080px,0,0,0,1,2,2,2,5,4,1,3,5,5,4,5,4,4,5,4,5,5,4,5,5,5,4,4,4,5,3,5,4,3,2,4,5,3,3,4,5,4,4,5,4,4,4,5,5,2,4,5,4,5,4,3,5,4,4,2,1,1,1,2,3,2,2,3,1,2,5,3,3,2,4,5,5,3,5,4,4,4,5,2,2,15910.4,17044.8,26874.3,0
Q1kKrwXqWkG,veEwYoP7,2025-01-07 09:56:26,2025-01-07 10:07:52,686,1,jamQJn,消费者性格与AI视频广告研究动漫组（主研究-Study2）,49.72.109.163,120.6458205,31.3249393,江苏省,苏州市,COMPUTER,Windows,Chrome,1920px*1080px,0,0,0,1,2,2,2,4,4,1,3,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,5,4,5,4,5,4,5,4,5,2,5,4,5,4,5,4,2,1,4,5,4,5,5,2,1,5,4,5,4,5,1,2,1,1,2,2,1,2,4,1,2,1,2,1,2,4,5,4,5,4,5,4,5,4,2,2,71572.7,55522.9,24199,0
Q1kgd8Y10Vb,5LmZlQ4e,2025-01-07 19:00:15,2025-01-07 19:07:34,439,1,YBrAji,消费者性格与AI视频广告研究虚拟组（主研究-Study2）,61.243.34.92,106.9234000,27.6653380,贵州省,遵义市,COMPUTER,Windows,Chrome,2560px*1440px,0,0,0,1,2,3,1,4,3,1,3,4,3,3,4,4,4,4,4,4,3,2,1,4,2,2,1,2,2,1,1,1,3,2,2,1,1,2,2,2,4,4,3,3,3,3,3,2,2,2,1,1,1,2,2,2,1,1,2,2,2,2,3,5,4,4,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,2,2,22822,29243.9,37609.6,0
lAGvbZOpGx9,WLGba657,2025-01-07 13:54:51,2025-01-07 14:07:52,781,1,YBrAji,消费者性格与AI视频广告研究虚拟组（主研究-Study2）,1.49.203.101,104.9086404,25.0894705,贵州省,黔西南布依族苗族自治州,COMPUTER,Windows,WeChat,1600px*900px,0,0,0,1,2,3,2,4,5,1,2,3,3,4,3,3,4,4,5,3,2,3,3,3,4,4,3,3,4,2,3,2,3,4,4,3,2,3,4,4,4,3,4,3,4,2,3,3,2,4,3,2,3,4,4,3,4,3,3,2,2,2,2,2,3,3,2,2,4,4,3,3,2,4,4,4,4,4,3,4,4,3,2,2,38183.3,60062.2,72759.4,0
oGmAy0aGgp4,BepkW6xL,2025-01-07 13:20:37,2025-01-07 13:30:12,575,1,YBrAji,消费者性格与AI视频广告研究虚拟组（主研究-Study2）,117.188.119.129,106.6019910,26.6195430,贵州省,贵阳市,COMPUTER,Windows,Chrome,1280px*720px,0,0,0,1,2,3,2,4,3,1,3,2,1,2,4,5,4,4,4,4,2,3,3,3,3,2,4,3,2,3,3,2,2,1,2,4,3,3,3,2,3,4,4,3,3,3,4,3,2,2,2,3,2,2,1,2,2,1,5,4,5,5,4,4,4,5,4,5,5,3,4,4,4,2,4,2,2,1,3,2,1,1,2,2,36450.4,32920.6,32407.3,0
Xy43pJ9vYXO,BMDPAjQM,2025-01-07 12:06:49,2025-01-07 12:21:35,886,1,YBrAji,消费者性格与AI视频广告研究虚拟组（主研究-Study2）,121.230.22.114,119.9226594,32.4832614,江苏省,泰州市,COMPUTER,Windows,Chrome,1280px*720px,0,0,0,1,2,3,2,4,3,1,3,5,4,4,5,5,4,5,4,4,4,5,5,4,4,5,4,5,5,4,5,4,5,4,4,4,5,4,5,5,4,4,5,4,4,5,5,4,4,5,5,4,4,5,4,4,5,3,2,2,1,2,1,2,2,1,1,2,2,5,2,2,2,5,4,5,5,4,4,5,5,4,2,2,24474.9,23304.2,37501.5,0
Xy4KXr8wE2G,0ey1adVe,2025-01-07 11:24:36,2025-01-07 11:42:52,1096,1,YBrAji,消费者性格与AI视频广告研究虚拟组（主研究-Study2）,115.196.161.250,120.3455540,30.3024780,浙江省,杭州市,COMPUTER,Windows,Chrome,1280px*720px,0,0,0,1,2,3,2,4,5,1,2,3,2,4,3,3,4,3,4,4,2,2,2,2,2,2,4,3,4,3,3,3,3,3,4,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,2,3,2,3,4,3,3,3,2,2,3,3,3,3,3,4,4,4,3,4,4,3,4,2,2,74913.5,52400.5,31683.5,0
bo3KxrddANl,xeb0dJn7,2025-01-07 11:14:45,2025-01-07 11:30:35,950,1,YBrAji,消费者性格与AI视频广告研究虚拟组（主研究-Study2）,112.111.141.254,117.0153326,25.0776838,福建省,龙岩市,COMPUTER,Windows,Chrome,1920px*1080px,0,0,0,1,2,3,1,4,4,1,3,5,5,5,4,5,5,5,5,4,4,4,5,4,5,5,5,4,5,4,4,5,4,4,5,5,4,4,5,4,5,5,4,5,5,5,4,5,4,5,5,5,4,5,5,4,5,4,1,2,2,2,2,1,1,2,1,2,2,5,2,2,1,5,5,5,4,5,5,5,5,5,2,2,60764.54,48891.495,43708.735,0
Q1kKA1yP9Ad,xMoQQaKL,2025-01-07 11:04:59,2025-01-07 11:16:35,696,1,YBrAji,消费者性格与AI视频广告研究虚拟组（主研究-Study2）,60.222.206.109,110.9979576,35.0556913,山西省,运城市,COMPUTER,Windows,Chrome,1920px*1080px,0,0,0,1,2,3,2,2,5,1,3,3,2,3,4,5,5,4,4,4,3,3,4,4,4,3,5,5,4,5,5,4,5,4,5,4,4,4,5,5,5,4,4,4,4,4,5,5,5,4,4,5,4,4,4,4,5,4,1,1,1,1,2,1,2,1,2,2,1,1,1,2,1,4,4,5,5,4,4,4,5,5,2,2,57910.2,79101.7,50564.4,0
g90KmvWGo2y,z7lYGn5L,2025-01-07 10:54:20,2025-01-07 11:03:23,543,1,YBrAji,消费者性格与AI视频广告研究虚拟组（主研究-Study2）,36.26.144.114,119.1761310,29.0408430,浙江省,衢州市,COMPUTER,Windows,Chrome,1440px*960px,0,0,0,1,2,3,2,5,3,1,2,3,4,3,3,3,4,3,3,4,2,3,3,3,3,2,4,3,3,2,3,2,2,3,3,3,3,4,4,3,4,3,2,3,2,2,3,3,2,3,3,3,2,4,4,3,3,4,2,3,2,2,2,3,2,3,3,2,2,3,3,2,2,3,3,4,2,2,3,3,4,3,2,2,93439.6,38892.8,40459,0
WQ2Kjk0mBWB,WLGdQGje,2025-01-07 10:34:42,2025-01-07 10:41:55,433,1,YBrAji,消费者性格与AI视频广告研究虚拟组（主研究-Study2）,122.235.155.138,120.1346680,30.2761860,浙江省,杭州市,COMPUTER,Windows,Chrome,1707px*1067px,0,0,0,1,2,3,1,4,2,1,3,4,2,4,4,4,4,3,3,3,2,2,1,3,3,2,3,2,3,2,1,2,2,1,2,2,2,1,2,2,2,3,2,2,3,2,4,3,2,3,1,2,3,3,2,3,2,1,3,2,3,3,2,4,3,2,3,3,3,4,5,4,4,2,1,3,3,2,2,2,1,1,2,2,37778.5,30654.6,34639.8,0
Q1kKgmqqVNA,G7XvKQBe,2025-01-07 10:26:43,2025-01-07 10:40:09,806,1,YBrAji,消费者性格与AI视频广告研究虚拟组（主研究-Study2）,120.207.224.30,111.1239195,37.5212815,山西省,吕梁市,COMPUTER,Windows,Chrome,1920px*1080px,0,0,0,1,2,3,2,4,4,1,3,3,4,4,5,4,5,4,5,5,3,5,4,4,5,4,4,4,5,3,4,4,5,4,5,3,4,4,5,5,4,5,4,4,5,4,5,5,4,5,3,4,4,3,4,4,5,4,2,2,1,1,2,4,2,5,3,2,2,4,1,2,1,4,5,5,5,4,5,4,4,5,2,2,63691.3,42685.4,32520.6,0
nZo3wZwxkOA,kM18j2De,2025-01-07 10:29:48,2025-01-07 10:39:38,590,1,YBrAji,消费者性格与AI视频广告研究虚拟组（主研究-Study2）,27.156.244.96,119.5419628,26.6488721,福建省,宁德市,COMPUTER,Windows,Chrome,1920px*1080px,0,0,0,1,2,3,1,4,4,1,3,2,2,2,5,5,5,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,5,5,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,4,5,4,4,4,2,4,3,2,2,55779.5,41107.3,32055.8,0
Q1kKzdmBkQd,yevorVNM,2025-01-07 10:24:52,2025-01-07 10:33:02,490,1,YBrAji,消费者性格与AI视频广告研究虚拟组（主研究-Study2）,120.35.192.111,117.6254064,26.2460310,福建省,三明市,COMPUTER,Windows,Chrome,1920px*1080px,0,0,0,1,2,3,2,4,3,1,3,4,4,4,5,5,5,4,4,4,4,4,4,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,5,5,2,2,27928.5,23200.7,34727.9,0
WQ2KyQAvNY4,o7j9brzM,2025-01-07 10:02:22,2025-01-07 10:17:32,910,1,YBrAji,消费者性格与AI视频广告研究虚拟组（主研究-Study2）,183.220.49.210,104.4111389,31.1158976,四川省,德阳市,COMPUTER,Windows,Chrome,1920px*1080px,0,0,0,1,2,3,2,4,2,1,3,4,3,5,4,4,4,5,4,5,3,4,4,3,4,4,4,4,5,3,4,4,4,4,5,3,3,4,4,4,4,3,3,4,4,3,4,4,4,4,3,3,3,3,4,4,5,4,2,1,2,2,2,4,3,3,4,2,3,4,2,2,2,4,4,5,4,3,4,4,5,4,2,2,44925.5,28476.1,30907,0
vwk2jxAdYOA,yevrwAbe,2025-01-07 09:59:15,2025-01-07 10:11:30,735,1,YBrAji,消费者性格与AI视频广告研究虚拟组（主研究-Study2）,111.25.108.92,130.3615900,42.8731210,吉林省,延边朝鲜族自治州,COMPUTER,Windows,Chrome,1260px*840px,0,0,0,1,2,3,2,4,4,1,2,3,2,4,4,4,4,4,4,4,2,2,4,2,2,3,4,4,4,4,4,3,3,2,3,3,3,3,4,4,4,3,4,3,4,3,4,3,2,4,4,3,3,4,3,4,4,3,2,2,3,2,3,3,2,3,2,2,2,4,3,3,3,4,3,4,3,3,4,4,3,4,2,2,74009.6,40485.2,29582.4,0
vwk2jwnNnlx,0ey3On87,2025-01-07 09:55:02,2025-01-07 10:09:58,896,1,YBrAji,消费者性格与AI视频广告研究虚拟组（主研究-Study2）,183.211.44.3,117.2056192,34.2581229,江苏省,徐州市,COMPUTER,Windows,WeChat,1920px*1080px,0,0,0,1,2,3,2,4,4,1,3,3,2,3,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,3,3,4,2,2,2,3,2,2,2,2,3,2,4,4,3,4,4,4,4,4,4,4,5,4,5,2,2,66247.2,21046.4,38810.4,0
vwk2jbVD8nQ,27aDWgDM,2025-01-07 09:57:24,2025-01-07 10:09:36,732,1,YBrAji,消费者性格与AI视频广告研究虚拟组（主研究-Study2）,111.121.217.89,105.3105265,27.2943303,贵州省,毕节市,COMPUTER,Windows,WeChat,2560px*1440px,0,0,0,1,2,3,2,4,4,1,2,2,2,2,4,3,5,3,3,2,2,2,3,1,3,3,4,3,4,4,3,3,3,4,4,2,2,3,4,2,3,3,4,3,3,2,4,2,3,4,3,3,2,2,1,2,3,1,2,3,2,2,3,2,3,4,3,3,3,4,4,2,3,1,3,3,1,3,4,2,3,4,2,2,30409.7,54618.1,35809.7,0
bo3KO9DnqG6,0eyQNwGe,2025-01-07 09:43:49,2025-01-07 09:57:29,820,1,YBrAji,消费者性格与AI视频广告研究虚拟组（主研究-Study2）,111.201.227.98,116.3974589,39.9388838,北京市,市辖区,COMPUTER,Windows,WeChat,2560px*1440px,0,0,0,1,2,3,2,5,4,1,3,4,4,5,5,5,5,5,5,4,4,5,5,5,5,5,4,4,5,4,5,5,5,4,5,4,4,5,5,5,4,5,5,5,4,4,5,5,5,4,4,5,5,5,4,5,5,4,1,2,1,1,1,2,2,1,1,1,2,5,2,1,1,5,4,5,5,5,5,5,4,5,2,2,12991.2,8335.6,34371.8,0
Xy43dnVGnpB,nePQa5NM,2025-01-07 14:40:49,2025-01-07 14:48:13,444,1,6viY3m,消费者性格与AI视频广告研究真人组（主研究-Study2）,182.91.109.44,110.2972681,25.2782583,广西壮族自治区,桂林市,COMPUTER,Windows,WeChat,1366px*768px,0,0,1,0,3,1,2,4,4,1,1,4,4,3,3,3,5,4,3,3,4,5,3,4,4,4,3,5,4,4,4,2,4,3,4,4,3,4,4,4,3,4,3,4,3,4,3,4,4,4,3,3,4,4,4,3,3,4,2,3,2,2,2,2,1,2,2,2,2,4,2,1,3,4,3,3,4,4,4,3,3,4,3,3,6651.09,2799.42,23010.52,1
lAGvqNOpBN2,aMgmO8lL,2025-01-07 14:24:29,2025-01-07 14:42:05,1056,1,6viY3m,消费者性格与AI视频广告研究真人组（主研究-Study2）,36.101.219.128,110.3627250,19.9812410,海南省,海口市,COMPUTER,Windows,Chrome,1920px*1080px,0,0,1,0,3,1,2,5,5,1,2,4,5,4,4,4,5,5,5,4,4,5,4,4,4,5,4,5,4,4,3,5,4,4,5,4,5,3,4,4,4,5,4,4,4,5,4,4,5,3,4,4,5,5,4,4,5,3,2,1,1,4,2,2,1,2,2,1,2,3,5,4,4,4,5,5,4,4,3,4,5,4,3,3,227718.5,18994.5,107518.4,1
Xy439WQ4wXw,pLzD0v3M,2025-01-07 14:06:14,2025-01-07 14:20:24,850,1,6viY3m,消费者性格与AI视频广告研究真人组（主研究-Study2）,121.229.106.141,118.9344510,32.1118700,江苏省,南京市,COMPUTER,Windows,Chrome,1920px*1080px,0,0,1,0,3,1,2,4,2,1,3,4,4,4,2,2,2,3,3,2,2,2,4,4,4,5,2,2,2,2,1,1,1,1,1,2,3,3,1,1,2,4,3,3,2,2,2,2,2,4,4,2,2,4,4,4,3,3,4,4,4,4,5,4,4,4,2,4,4,4,4,4,5,2,4,2,2,2,2,1,1,1,3,3,64539.1,74474.3,30117.1,1
lAGvKllNvxR,BepkW6xL,2025-01-07 13:31:03,2025-01-07 13:39:47,524,1,6viY3m,消费者性格与AI视频广告研究真人组（主研究-Study2）,117.188.119.129,106.6019910,26.6195430,贵州省,贵阳市,COMPUTER,Windows,Chrome,1280px*720px,0,0,1,0,3,1,2,4,3,1,3,4,4,5,3,2,4,5,5,4,4,5,4,4,5,5,4,4,5,4,4,4,5,5,5,5,5,5,4,4,5,5,4,4,4,4,5,4,4,3,4,4,5,4,4,5,5,3,2,1,2,2,2,1,2,2,1,2,2,3,1,2,1,3,4,4,4,5,4,4,3,4,3,3,35554.8,25181.4,24819.5,1
lAGvwmJNy14,qM6o9kJ7,2025-01-07 13:19:07,2025-01-07 13:31:14,727,1,6viY3m,消费者性格与AI视频广告研究真人组（主研究-Study2）,120.235.6.38,110.2884560,21.6093370,广东省,湛江市,COMPUTER,Windows,Chrome,1368px*912px,0,0,1,0,3,1,1,4,2,1,3,4,5,5,2,1,4,5,4,5,4,4,5,5,5,4,5,4,4,4,5,4,2,1,3,2,1,1,5,4,4,5,2,4,3,4,5,3,2,1,2,3,2,4,4,5,5,4,2,1,3,2,4,1,5,1,4,4,4,2,3,4,2,2,4,4,4,3,4,2,4,2,3,3,40365.2,68837.7,27238,1
lAGvgD4EoG2,BMDZqOGL,2025-01-07 12:35:04,2025-01-07 12:44:28,564,1,6viY3m,消费者性格与AI视频广告研究真人组（主研究-Study2）,111.44.171.177,101.7489177,36.5713230,青海省,西宁市,COMPUTER,Windows,WeChat,1093px*615px,0,0,1,0,3,1,1,3,4,1,3,4,5,4,4,5,4,5,4,5,4,5,5,5,5,4,4,5,4,4,4,5,4,5,5,4,4,5,5,4,5,5,5,4,4,5,5,4,4,3,5,5,4,4,5,5,4,2,1,2,1,2,1,2,1,2,2,1,2,5,1,2,2,5,4,5,4,4,4,5,4,4,3,3,34440.6,18891.1,39402.6,1
Q1kzxg6gGRW,kM1Zm9Q7,2025-01-07 11:52:03,2025-01-07 12:04:49,766,1,6viY3m,消费者性格与AI视频广告研究真人组（主研究-Study2）,120.227.38.80,112.8232100,28.3534340,湖南省,长沙市,COMPUTER,Windows,Chrome,1920px*1080px,0,0,1,0,3,1,2,4,2,1,3,5,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,1,2,2,1,1,2,1,1,1,2,2,5,1,1,1,5,4,5,5,5,5,4,5,5,3,3,82565.6,19869.8,114458.5,1
Xy43bddK5NO,ve8oBXLp,2025-01-07 11:52:07,2025-01-07 12:09:15,1028,1,6viY3m,消费者性格与AI视频广告研究真人组（主研究-Study2）,112.238.14.111,121.4541793,37.4874638,山东省,烟台市,COMPUTER,Windows,Chrome,1536px*864px,0,0,1,0,3,1,2,4,4,1,3,5,4,5,4,4,4,5,5,4,4,5,5,5,4,5,4,4,5,4,5,4,4,5,5,4,5,5,4,5,4,4,5,5,5,5,4,4,5,4,5,4,4,4,4,5,4,5,2,1,2,1,2,2,1,1,2,2,1,4,1,2,1,4,5,5,4,5,4,5,4,4,3,3,54323,30324.2,56092.1,1
bo3Kxmx2wOX,AM9yQYnM,2025-01-07 11:15:01,2025-01-07 11:32:20,1039,1,6viY3m,消费者性格与AI视频广告研究真人组（主研究-Study2）,112.66.37.70,110.3189135,20.0143207,海南省,海口市,COMPUTER,Windows,Chrome,1366px*768px,0,0,1,0,3,1,2,3,3,1,3,5,5,4,1,1,4,4,4,5,4,5,4,5,5,4,4,5,5,4,4,5,4,2,5,5,4,4,5,4,4,5,5,4,4,4,5,4,5,2,1,1,4,4,4,5,5,4,1,1,2,2,2,2,4,1,2,1,2,4,1,2,2,4,5,5,4,5,5,2,5,4,3,3,49099.245,15680.44,25682.695,1
Q1kKyDnNnQv,Ke5w3rx7,2025-01-07 11:13:16,2025-01-07 11:23:40,624,1,6viY3m,消费者性格与AI视频广告研究真人组（主研究-Study2）,223.107.172.18,119.9369150,31.6984620,江苏省,常州市,COMPUTER,Windows,Chrome,1366px*768px,0,0,1,0,3,1,1,4,4,1,3,4,4,4,3,3,4,4,5,5,4,5,4,5,5,4,4,4,5,3,4,4,4,3,4,4,3,3,5,4,4,5,4,4,4,3,4,3,3,4,3,3,4,4,4,5,5,4,2,1,2,2,2,1,2,2,1,2,2,3,3,2,2,3,3,4,4,4,5,3,4,4,3,3,87241.4,48660.2,28632.7,1
vwk2dQbkj2V,RMWzwgEe,2025-01-07 10:51:31,2025-01-07 11:05:12,821,1,6viY3m,消费者性格与AI视频广告研究真人组（主研究-Study2）,182.107.36.23,115.9982740,29.7126410,江西省,九江市,COMPUTER,Windows,Chrome,1920px*1080px,0,0,1,0,3,1,2,4,2,1,3,5,5,5,4,4,3,5,5,5,5,5,5,4,5,5,5,4,4,4,5,5,4,4,4,3,3,2,4,4,4,3,3,3,4,4,4,4,5,4,3,3,3,4,4,4,5,4,3,2,2,2,2,1,3,1,2,3,2,4,3,3,3,3,4,4,4,4,4,3,5,5,3,3,80054.7,26061.5,23287.6,1
mNVXwWwWgGD,37K0EVnL,2025-01-07 10:52:08,2025-01-07 11:00:56,528,1,6viY3m,消费者性格与AI视频广告研究真人组（主研究-Study2）,202.97.139.29,112.5847410,37.7947730,山西省,太原市,COMPUTER,Windows,Chrome,1920px*1080px,0,0,1,0,3,1,2,5,2,1,3,5,5,5,4,2,4,5,5,5,5,5,5,5,5,5,4,4,4,4,3,3,4,3,2,4,5,4,5,4,4,5,5,5,4,5,4,4,4,4,4,5,4,4,4,3,4,4,4,2,3,2,2,2,2,2,3,4,4,4,3,4,4,4,4,4,4,4,5,4,4,3,3,3,39958,84349,24554.5,1
g90K3A4gZD8,5M2AB4ae,2025-01-07 10:28:55,2025-01-07 10:42:44,829,1,6viY3m,消费者性格与AI视频广告研究真人组（主研究-Study2）,27.200.61.225,116.7647720,36.1876130,山东省,泰安市,COMPUTER,Windows,Chrome,1366px*768px,0,0,1,0,3,1,1,4,4,1,3,4,4,5,4,5,4,4,5,4,4,5,5,4,4,4,4,5,4,4,4,5,5,5,4,4,5,5,5,4,4,5,4,4,4,5,5,4,4,5,5,4,4,4,4,5,5,3,2,2,1,1,2,2,2,1,1,2,2,3,2,2,1,4,5,5,5,4,4,4,5,5,3,3,21618.7,22733.6,35648.6,1
Xy4KK2kkOBD,27aDWgDM,2025-01-07 10:14:40,2025-01-07 10:30:00,920,1,6viY3m,消费者性格与AI视频广告研究真人组（主研究-Study2）,111.121.217.89,105.3105265,27.2943303,贵州省,毕节市,COMPUTER,Windows,WeChat,2560px*1440px,0,0,1,0,3,1,2,4,4,1,2,4,4,3,2,1,1,3,3,3,4,3,4,2,4,4,2,1,1,2,2,1,3,2,1,3,2,2,1,1,2,3,3,3,1,2,3,1,1,2,1,1,1,3,3,2,3,2,4,3,4,4,4,4,4,4,5,4,3,4,4,4,4,1,3,3,1,2,1,1,1,1,3,3,44892,46625.8,31982.1,1
